"MUNICIPIO","CTY","INDUSTRIA","NAICS","UNIDADES","EMPLEO PROMEDIO","SALARIO Total Municipio Segundo Trimestre 2022","Promedio"
"Juana Díaz","75","Cuero y Productos Relacionados ","316","0","0","0","0"
"Juana Díaz","75","Productos de Madera","321","1","*","*","*"
"Juana Díaz","75","Papel","322","0","0","0","0"
"Juana Díaz","75","Imprenta e Industrias Relacionadas ","323","2","*","*","*"
"Juana Díaz","75","Productos de Petróleo y Carbón ","324","0","0","0","0"
"Juana Díaz","75","Productos Químicos ","325","0","0","0","0"
"Juana Díaz","75","Productos de Goma y Plásticos","326","0","0","0","0"
"Juana Díaz","75","Productos Minerales no Metálicos ","327","3","36","190899","5352"
"Juana Díaz","75","Industrias de Materiales Primarios ","331","0","0","0","0"
"Juana Díaz","75","Productos de Metal ","332","3","7","37812","5402"
"Juana Díaz","75","Maquinaria ","333","0","0","0","0"
"Juana Díaz","75","Computadora y Productos Electrónicos","334","1","*","*","*"
"Juana Díaz","75","Equipo y Aparatos Eléctricos ","335","0","0","0","0"
"Juana Díaz","75","Equipo de Transportación ","336","0","0","0","0"
"Juana Díaz","75","Muebles y Productos Relacionados ","337","5","121","796103","6598"
"Juana Díaz","75","Industrias Manufactureras Misceláneas","339","1","*","*","*"
"Juana Díaz","75","Comercio al por Mayor","42","11","47","347702","7398"
"Juana Díaz","75","Comercio al Detal","44-45","87","1071","4814081","4495"
"Juana Díaz","75","Transportación y Almacenamiento ","48-49","3","*","*","*"
"Juana Díaz","75","Información","51","1","*","*","*"
"Juana Díaz","75","Finanzas y Seguros ","52","9","102","989086","9665"
"Juana Díaz","75","Bienes Raíces, Renta o Arrendamiento ","53","8","48","267876","5542"
"Juana Díaz","75","Servicios Profesionales y Técnicos ","54","16","143","2133902","14888"
"Juana Díaz","75","Gerencia de Companías y Empresas ","55","2","*","*","*"
"Juana Díaz","75","Servicios Adm. y Desperdicios Sólidos","56","9","57","251680","4415"
"Juana Díaz","75","Servicios Educativos ","61","3","602 ","4235540 ","7040 "
"Juana Díaz","75","Servicios de Salud y Asistencia Social ","62","54","514","3050178","5930"
"Juana Díaz","75","Arte, Entretenimiento y Recreación ","71","2","*","*","*"
"Juana Díaz","75","Alojamiento y Servicios de Alimentos ","72","35","421","1442563","3427"
"Juana Díaz","75","Otros Servicios Excepto Adm. Pública ","81","20","69","294205","4264"
"Juana Díaz","75","Administración Pública ","92","13","648 ","4596742 ","7090 "
"Juana Díaz","75","Otros (Establecimientos no Clasificados) ","99","0","0","0","0"
"Juncos","77","Total Municipio Segundo Trimestre 2022 ","","268","8213","111956612","13632"
"Juncos","77","Agricultura, Bosque, Pesca y Caza","11","8","51","221157","4308"
"Juncos","77","Mineria","21","0","0","0","0"
"Juncos","77","Electricidad, Agua y Gas ","22","1","*","*","*"
"Juncos","77","Construcción ","23","30","261","1375513","5270"
"Juncos","77","Manufactura","31-33","9","4618","90874117","19678"
"Juncos","77","Alimentos","311","1","*","*","*"
"Juncos","77","Productos de Tabaco y Bebidas","312","1","*","*","*"
"Juncos","77","Textiles ","313","0","0","0","0"
"Juncos","77","Productos Textiles Excepto Ropa","314","0","0","0","0"
"Juncos","77","Ropa ","315","1","*","*","*"
"Juncos","77","Cuero y Productos Relacionados ","316","0","0","0","0"
"Juncos","77","Productos de Madera","321","0","0","0","0"
"Juncos","77","Papel","322","0","0","0","0"
"Juncos","77","Imprenta e Industrias Relacionadas ","323","1","*","*","*"
"Juncos","77","Productos de Petróleo y Carbón ","324","0","0","0","0"
"Juncos","77","Productos Químicos ","325","2","*","*","*"
"Juncos","77","Productos de Goma y Plásticos","326","0","0","0","0"
"Juncos","77","Productos Minerales no Metálicos ","327","0","0","0","0"
"Juncos","77","Industrias de Materiales Primarios ","331","1","*","*","*"
"Juncos","77","Productos de Metal ","332","0","0","0","0"
"Juncos","77","Maquinaria ","333","0","0","0","0"
"Juncos","77","Computadora y Productos Electrónicos","334","1","*","*","*"
"Juncos","77","Equipo y Aparatos Eléctricos ","335","0","0","0","0"
"Juncos","77","Equipo de Transportación ","336","0","0","0","0"
"Juncos","77","Muebles y Productos Relacionados ","337","0","0","0","0"
"Juncos","77","Industrias Manufactureras Misceláneas","339","1","*","*","*"
"Juncos","77","Comercio al por Mayor","42","7","53","712868","13366"
"Juncos","77","Comercio al Detal","44-45","53","742","3483345","4697"
"Juncos","77","Transportación y Almacenamiento ","48-49","5","*","*","*"
"Juncos","77","Información","51","1","*","*","*"
"Juncos","77","Finanzas y Seguros ","52","8","68","473994","6971"
"Juncos","77","Bienes Raíces, Renta o Arrendamiento ","53","10","56","219334","3940"
"Juncos","77","Servicios Profesionales y Técnicos ","54","17","61","1227009","20115"
"Juncos","77","Gerencia de Companías y Empresas ","55","0","0","0","0"
"Juncos","77","Servicios Adm. y Desperdicios Sólidos","56","10","78","437195","5605"
"Juncos","77","Servicios Educativos ","61","1","420 ","3153882 ","7509 "
"Juncos","77","Servicios de Salud y Asistencia Social ","62","57","483","2916842","6043"
"Juncos","77","Arte, Entretenimiento y Recreación ","71","2","*","*","*"
"Juncos","77","Alojamiento y Servicios de Alimentos ","72","29","375","1518516","4053"
"Juncos","77","Otros Servicios Excepto Adm. Pública ","81","11","38","203534","5356"
"Juncos","77","Administración Pública ","92","9","756 ","3925478 ","5195 "
"Juncos","77","Otros (Establecimientos no Clasificados) ","99","0","0","0","0"
"Lajas","79","Total Municipio Segundo Trimestre 2022 ","","234","3420","16561683","4842"
"Lajas","79","Agricultura, Bosque, Pesca y Caza","11","42","214","873055","4086"
"Lajas","79","Mineria","21","0","0","0","0"
"Lajas","79","Electricidad, Agua y Gas ","22","1","*","*","*"
"Lajas","79","Construcción ","23","12","155","798878","5154"
"Lajas","79","Manufactura","31-33","10","*","*","*"
"Lajas","79","Alimentos","311","6","51","97720","1916"
"Lajas","79","Productos de Tabaco y Bebidas","312","1","*","*","*"
"Lajas","79","Textiles ","313","0","0","0","0"
"Lajas","79","Productos Textiles Excepto Ropa","314","0","0","0","0"
"Lajas","79","Ropa ","315","1","*","*","*"
"Lajas","79","Cuero y Productos Relacionados ","316","0","0","0","0"
"Lajas","79","Productos de Madera","321","0","0","0","0"
"Lajas","79","Papel","322","0","0","0","0"
"Lajas","79","Imprenta e Industrias Relacionadas ","323","1","*","*","*"
"Lajas","79","Productos de Petróleo y Carbón ","324","0","0","0","0"
"Lajas","79","Productos Químicos ","325","0","0","0","0"
"Lajas","79","Productos de Goma y Plásticos","326","0","0","0","0"
"Lajas","79","Productos Minerales no Metálicos ","327","0","0","0","0"
"Lajas","79","Industrias de Materiales Primarios ","331","0","0","0","0"
"Lajas","79","Productos de Metal ","332","0","0","0","0"
"Lajas","79","Maquinaria ","333","0","0","0","0"
"Lajas","79","Computadora y Productos Electrónicos","334","0","0","0","0"
"Lajas","79","Equipo y Aparatos Eléctricos ","335","0","0","0","0"
"Lajas","79","Equipo de Transportación ","336","0","0","0","0"
"Lajas","79","Muebles y Productos Relacionados ","337","0","0","0","0"
"Lajas","79","Industrias Manufactureras Misceláneas","339","1","*","*","*"
"Lajas","79","Comercio al por Mayor","42","4","31","205314","6623"
"Lajas","79","Comercio al Detal","44-45","47","426","1891932","4438"
"Lajas","79","Transportación y Almacenamiento ","48-49","8","47","323928","6941"
"Lajas","79","Información","51","0","0","0","0"
"Lajas","79","Finanzas y Seguros ","52","2","*","*","*"
"Lajas","79","Bienes Raíces, Renta o Arrendamiento ","53","5","21","73621","3562"
"Lajas","79","Servicios Profesionales y Técnicos ","54","10","28","116563","4163"
"Lajas","79","Gerencia de Companías y Empresas ","55","1","*","*","*"
"Lajas","79","Servicios Adm. y Desperdicios Sólidos","56","5","28","185940","6563"
"Lajas","79","Servicios Educativos ","61","3","323 ","2277471 ","7058 "
"Lajas","79","Servicios de Salud y Asistencia Social ","62","28","223","1530122","6872"
"Lajas","79","Arte, Entretenimiento y Recreación ","71","4","17","72534","4267"
"Lajas","79","Alojamiento y Servicios de Alimentos ","72","27","395","1159621","2938"
"Lajas","79","Otros Servicios Excepto Adm. Pública ","81","16","36","349318","9703"
"Lajas","79","Administración Pública ","92","9","467 ","1999694 ","4285 "
"Lajas","79","Otros (Establecimientos no Clasificados) ","99","0","0","0","0"
"Lares","81","Total Municipio Segundo Trimestre 2022 ","","311","4241","20661503","4871"
"Lares","81","Agricultura, Bosque, Pesca y Caza","11","93","656","1887916","2876"
"Lares","81","Mineria","21","0","0","0","0"
"Lares","81","Electricidad, Agua y Gas ","22","1","*","*","*"
"Lares","81","Construcción ","23","12","162","858839","5291"
"Lares","81","Manufactura","31-33","19","*","*","*"
"Lares","81","Alimentos","311","16","113","375575","3324"
"Lares","81","Productos de Tabaco y Bebidas","312","0","0","0","0"
"Lares","81","Textiles ","313","0","0","0","0"
"Lares","81","Productos Textiles Excepto Ropa","314","0","0","0","0"
"Lares","81","Ropa ","315","1","*","*","*"
"Lares","81","Cuero y Productos Relacionados ","316","0","0","0","0"
"Lares","81","Productos de Madera","321","0","0","0","0"
"Lares","81","Papel","322","0","0","0","0"
"Lares","81","Imprenta e Industrias Relacionadas ","323","1","*","*","*"
"Lares","81","Productos de Petróleo y Carbón ","324","0","0","0","0"
"Lares","81","Productos Químicos ","325","0","0","0","0"
"Lares","81","Productos de Goma y Plásticos","326","0","0","0","0"
"Lares","81","Productos Minerales no Metálicos ","327","0","0","0","0"
"Lares","81","Industrias de Materiales Primarios ","331","0","0","0","0"
"Lares","81","Productos de Metal ","332","1","*","*","*"
"Lares","81","Maquinaria ","333","0","0","0","0"
"Lares","81","Computadora y Productos Electrónicos","334","0","0","0","0"
"Lares","81","Equipo y Aparatos Eléctricos ","335","0","0","0","0"
"Lares","81","Equipo de Transportación ","336","0","0","0","0"
"Lares","81","Muebles y Productos Relacionados ","337","0","0","0","0"
"Lares","81","Industrias Manufactureras Misceláneas","339","0","0","0","0"
"Lares","81","Comercio al por Mayor","42","4","44","144187","3277"
"Lares","81","Comercio al Detal","44-45","63","609","2733117","4485"
"Lares","81","Transportación y Almacenamiento ","48-49","6","16","78089","4881"
"Lares","81","Información","51","1","*","*","*"
"Lares","81","Finanzas y Seguros ","52","6","73","556195","7619"
"Lares","81","Bienes Raíces, Renta o Arrendamiento ","53","5","58","346023","5966"
"Lares","81","Servicios Profesionales y Técnicos ","54","17","33","149189","4521"
"Lares","81","Gerencia de Companías y Empresas ","55","0","0","0","0"
"Lares","81","Servicios Adm. y Desperdicios Sólidos","56","4","6","21037","3506"
"Lares","81","Servicios Educativos ","61","2","441 ","3235561 ","7331 "
"Lares","81","Servicios de Salud y Asistencia Social ","62","38","798","5046828","6324"
"Lares","81","Arte, Entretenimiento y Recreación ","71","1","*","*","*"
"Lares","81","Alojamiento y Servicios de Alimentos ","72","22","206","564699","2746"
"Lares","81","Otros Servicios Excepto Adm. Pública ","81","7","14","42059","2934"
"Lares","81","Administración Pública ","92","10","455 ","1957514 ","4302 "
"Lares","81","Otros (Establecimientos no Clasificados) ","99","0","0","0","0"
"Las Marías","83","Total Municipio Segundo Trimestre 2022 ","","92","1125","5227368","4645"
"Las Marías","83","Agricultura, Bosque, Pesca y Caza","11","26","72","151715","2097"
"Las Marías","83","Mineria","21","0","0","0","0"
"Las Marías","83","Electricidad, Agua y Gas ","22","1","*","*","*"
"Las Marías","83","Construcción ","23","4","25","84205","3368"
"Las Marías","83","Manufactura","31-33","5","*","*","*"
"Las Marías","83","Alimentos","311","3","*","*","*"
"Las Marías","83","Productos de Tabaco y Bebidas","312","0","0","0","0"
"Las Marías","83","Textiles ","313","0","0","0","0"
"Las Marías","83","Productos Textiles Excepto Ropa","314","0","0","0","0"
"Las Marías","83","Ropa ","315","1","*","*","*"
"Las Marías","83","Cuero y Productos Relacionados ","316","0","0","0","0"
"Las Marías","83","Productos de Madera","321","0","0","0","0"
"Las Marías","83","Papel","322","0","0","0","0"
"Las Marías","83","Imprenta e Industrias Relacionadas ","323","0","0","0","0"
"Las Marías","83","Productos de Petróleo y Carbón ","324","0","0","0","0"
"Las Marías","83","Productos Químicos ","325","1","*","*","*"
"Las Marías","83","Productos de Goma y Plásticos","326","0","0","0","0"
"Las Marías","83","Productos Minerales no Metálicos ","327","0","0","0","0"
"Las Marías","83","Industrias de Materiales Primarios ","331","0","0","0","0"
"Las Marías","83","Productos de Metal ","332","0","0","0","0"
"Las Marías","83","Maquinaria ","333","0","0","0","0"
"Las Marías","83","Computadora y Productos Electrónicos","334","0","0","0","0"
"Las Marías","83","Equipo y Aparatos Eléctricos ","335","0","0","0","0"
"Las Marías","83","Equipo de Transportación ","336","0","0","0","0"
"Las Marías","83","Muebles y Productos Relacionados ","337","0","0","0","0"
"Las Marías","83","Industrias Manufactureras Misceláneas","339","0","0","0","0"
"Las Marías","83","Comercio al por Mayor","42","0","0","0","0"
"Las Marías","83","Comercio al Detal","44-45","19","92","326665","3564"
"Las Marías","83","Transportación y Almacenamiento ","48-49","5","41","122032","2976"
"Las Marías","83","Información","51","0","0","0","0"
"Las Marías","83","Finanzas y Seguros ","52","2","*","*","*"
"Las Marías","83","Bienes Raíces, Renta o Arrendamiento ","53","2","*","*","*"
"Las Marías","83","Servicios Profesionales y Técnicos ","54","1","*","*","*"
"Las Marías","83","Gerencia de Companías y Empresas ","55","0","0","0","0"
"Las Marías","83","Servicios Adm. y Desperdicios Sólidos","56","1","*","*","*"
"Las Marías","83","Servicios Educativos ","61","2","188 ","1349098 ","7163 "
"Las Marías","83","Servicios de Salud y Asistencia Social ","62","10","115","747187","6497"
"Las Marías","83","Arte, Entretenimiento y Recreación ","71","0","0","0","0"
"Las Marías","83","Alojamiento y Servicios de Alimentos ","72","5","17","48235","2837"
"Las Marías","83","Otros Servicios Excepto Adm. Pública ","81","1","*","*","*"
"Las Marías","83","Administración Pública ","92","8","351 ","1333791 ","3796 "
"Las Marías","83","Otros (Establecimientos no Clasificados) ","99","0","0","0","0"
"Las Piedras","85","Total Municipio Segundo Trimestre 2022 ","","298","6736","51901081","7705"
"Las Piedras","85","Agricultura, Bosque, Pesca y Caza","11","19","73","310312","4270"
"Las Piedras","85","Mineria","21","0","0","0","0"
"Las Piedras","85","Electricidad, Agua y Gas ","22","0","0","0","0"
"Las Piedras","85","Construcción ","23","22","457","2763452","6051"
"Las Piedras","85","Manufactura","31-33","15","1697","24289382","14310"
"Las Piedras","85","Alimentos","311","5","*","*","*"
"Las Piedras","85","Productos de Tabaco y Bebidas","312","0","0","0","0"
"Las Piedras","85","Textiles ","313","0","0","0","0"
"Las Piedras","85","Productos Textiles Excepto Ropa","314","0","0","0","0"
"Las Piedras","85","Ropa ","315","0","0","0","0"
"Las Piedras","85","Cuero y Productos Relacionados ","316","0","0","0","0"
"Las Piedras","85","Productos de Madera","321","0","0","0","0"
"Las Piedras","85","Papel","322","0","0","0","0"
"Las Piedras","85","Imprenta e Industrias Relacionadas ","323","2","*","*","*"
"Las Piedras","85","Productos de Petróleo y Carbón ","324","0","0","0","0"
"Las Piedras","85","Productos Químicos ","325","2","*","*","*"
"Las Piedras","85","Productos de Goma y Plásticos","326","0","0","0","0"
"Las Piedras","85","Productos Minerales no Metálicos ","327","0","0","0","0"
"Las Piedras","85","Industrias de Materiales Primarios ","331","0","0","0","0"
"Las Piedras","85","Productos de Metal ","332","3","21","202644","9805"
"Las Piedras","85","Maquinaria ","333","0","0","0","0"
"Las Piedras","85","Computadora y Productos Electrónicos","334","0","0","0","0"
"Las Piedras","85","Equipo y Aparatos Eléctricos ","335","1","*","*","*"
"Las Piedras","85","Equipo de Transportación ","336","0","0","0","0"
"Las Piedras","85","Muebles y Productos Relacionados ","337","0","0","0","0"
"Las Piedras","85","Industrias Manufactureras Misceláneas","339","2","*","*","*"
"Las Piedras","85","Comercio al por Mayor","42","9","63","505002","8016"
"Las Piedras","85","Comercio al Detal","44-45","59","647","3434764","5309"
"Las Piedras","85","Transportación y Almacenamiento ","48-49","5","23","126665","5588"
"Las Piedras","85","Información","51","3","60","192729","3230"
"Las Piedras","85","Finanzas y Seguros ","52","7","107","859425","8007"
"Las Piedras","85","Bienes Raíces, Renta o Arrendamiento ","53","9","*","*","*"
"Las Piedras","85","Servicios Profesionales y Técnicos ","54","19","72","574174","7938"
"Las Piedras","85","Gerencia de Companías y Empresas ","55","0","0","0","0"
"Las Piedras","85","Servicios Adm. y Desperdicios Sólidos","56","5","*","*","*"
"Las Piedras","85","Servicios Educativos ","61","9","493 ","3122787 ","6330 "
"Las Piedras","85","Servicios de Salud y Asistencia Social ","62","47","323","2215853","6853"
"Las Piedras","85","Arte, Entretenimiento y Recreación ","71","3","*","*","*"
"Las Piedras","85","Alojamiento y Servicios de Alimentos ","72","36","364","1447136","3972"
"Las Piedras","85","Otros Servicios Excepto Adm. Pública ","81","24","143","622017","4350"
"Las Piedras","85","Administración Pública ","92","7","450 ","2006245 ","4458 "
"Las Piedras","85","Otros (Establecimientos no Clasificados) ","99","0","0","0","0"
"Loíza","87","Total Municipio Segundo Trimestre 2022 ","","98","1725","9049872","5246"
"Loíza","87","Agricultura, Bosque, Pesca y Caza","11","3","14","78048","5575"
"Loíza","87","Mineria","21","0","0","0","0"
"Loíza","87","Electricidad, Agua y Gas ","22","0","0","0","0"
"Loíza","87","Construcción ","23","1","*","*","*"
"Loíza","87","Manufactura","31-33","3","80","482169","6002"
"Loíza","87","Alimentos","311","0","0","0","0"
"Loíza","87","Productos de Tabaco y Bebidas","312","0","0","0","0"
"Loíza","87","Textiles ","313","0","0","0","0"
"Loíza","87","Productos Textiles Excepto Ropa","314","0","0","0","0"
"Loíza","87","Ropa ","315","0","0","0","0"
"Loíza","87","Cuero y Productos Relacionados ","316","0","0","0","0"
"Loíza","87","Productos de Madera","321","0","0","0","0"
"Loíza","87","Papel","322","1","*","*","*"
"Loíza","87","Imprenta e Industrias Relacionadas ","323","0","0","0","0"
"Loíza","87","Productos de Petróleo y Carbón ","324","0","0","0","0"
"Loíza","87","Productos Químicos ","325","2","*","*","*"
"Loíza","87","Productos de Goma y Plásticos","326","0","0","0","0"
"Loíza","87","Productos Minerales no Metálicos ","327","0","0","0","0"
"Loíza","87","Industrias de Materiales Primarios ","331","0","0","0","0"
"Loíza","87","Productos de Metal ","332","0","0","0","0"
"Loíza","87","Maquinaria ","333","0","0","0","0"
"Loíza","87","Computadora y Productos Electrónicos","334","0","0","0","0"
"Loíza","87","Equipo y Aparatos Eléctricos ","335","0","0","0","0"
"Loíza","87","Equipo de Transportación ","336","0","0","0","0"
"Loíza","87","Muebles y Productos Relacionados ","337","0","0","0","0"
"Loíza","87","Industrias Manufactureras Misceláneas","339","0","0","0","0"
"Loíza","87","Comercio al por Mayor","42","0","0","0","0"
"Loíza","87","Comercio al Detal","44-45","22","152","639813","4209"
"Loíza","87","Transportación y Almacenamiento ","48-49","3","*","*","*"
"Loíza","87","Información","51","0","0","0","0"
"Loíza","87","Finanzas y Seguros ","52","2","*","*","*"
"Loíza","87","Bienes Raíces, Renta o Arrendamiento ","53","4","16","65663","4104"
"Loíza","87","Servicios Profesionales y Técnicos ","54","5","*","*","*"
"Loíza","87","Gerencia de Companías y Empresas ","55","0","0","0","0"
"Loíza","87","Servicios Adm. y Desperdicios Sólidos","56","2","*","*","*"
"Loíza","87","Servicios Educativos ","61","3","362 ","2458675 ","6786 "
"Loíza","87","Servicios de Salud y Asistencia Social ","62","20","341","1931126","5669"
"Loíza","87","Arte, Entretenimiento y Recreación ","71","0","0","0","0"
"Loíza","87","Alojamiento y Servicios de Alimentos ","72","19","209","779714","3731"
"Loíza","87","Otros Servicios Excepto Adm. Pública ","81","3","14","62199","4443"
"Loíza","87","Administración Pública ","92","8","415 ","2047078 ","4929 "
"Loíza","87","Otros (Establecimientos no Clasificados) ","99","0","0","0","0"
"Luquillo","89","Total Municipio Segundo Trimestre 2022 ","","146","2101","12822442","6102"
"Luquillo","89","Agricultura, Bosque, Pesca y Caza","11","3","8","15452","1932"
"Luquillo","89","Mineria","21","0","0","0","0"
"Luquillo","89","Electricidad, Agua y Gas ","22","1","*","*","*"
"Luquillo","89","Construcción ","23","11","175","1198928","6851"
"Luquillo","89","Manufactura","31-33","5","*","*","*"
"Luquillo","89","Alimentos","311","1","*","*","*"
"Luquillo","89","Productos de Tabaco y Bebidas","312","1","*","*","*"
"Luquillo","89","Textiles ","313","0","0","0","0"
"Luquillo","89","Productos Textiles Excepto Ropa","314","0","0","0","0"
"Luquillo","89","Ropa ","315","0","0","0","0"
"Luquillo","89","Cuero y Productos Relacionados ","316","0","0","0","0"
"Luquillo","89","Productos de Madera","321","0","0","0","0"
"Luquillo","89","Papel","322","0","0","0","0"
"Luquillo","89","Imprenta e Industrias Relacionadas ","323","0","0","0","0"
"Luquillo","89","Productos de Petróleo y Carbón ","324","0","0","0","0"
"Luquillo","89","Productos Químicos ","325","0","0","0","0"
"Luquillo","89","Productos de Goma y Plásticos","326","1","*","*","*"
"Luquillo","89","Productos Minerales no Metálicos ","327","0","0","0","0"
"Luquillo","89","Industrias de Materiales Primarios ","331","0","0","0","0"
"Luquillo","89","Productos de Metal ","332","1","*","*","*"
"Luquillo","89","Maquinaria ","333","0","0","0","0"
"Luquillo","89","Computadora y Productos Electrónicos","334","1","*","*","*"
"Luquillo","89","Equipo y Aparatos Eléctricos ","335","0","0","0","0"
"Luquillo","89","Equipo de Transportación ","336","0","0","0","0"
"Luquillo","89","Muebles y Productos Relacionados ","337","0","0","0","0"
"Luquillo","89","Industrias Manufactureras Misceláneas","339","0","0","0","0"
"Luquillo","89","Comercio al por Mayor","42","2","*","*","*"
"Luquillo","89","Comercio al Detal","44-45","20","265","1880143","7086"
"Luquillo","89","Transportación y Almacenamiento ","48-49","2","*","*","*"
"Luquillo","89","Información","51","1","*","*","*"
"Luquillo","89","Finanzas y Seguros ","52","2","*","*","*"
"Luquillo","89","Bienes Raíces, Renta o Arrendamiento ","53","8","18","96278","5252"
"Luquillo","89","Servicios Profesionales y Técnicos ","54","5","23","237870","10342"
"Luquillo","89","Gerencia de Companías y Empresas ","55","0","0","0","0"
"Luquillo","89","Servicios Adm. y Desperdicios Sólidos","56","4","9","25720","2858"
"Luquillo","89","Servicios Educativos ","61","5","225 ","1516833 ","6751 "
"Luquillo","89","Servicios de Salud y Asistencia Social ","62","20","91","530465","5851"
"Luquillo","89","Arte, Entretenimiento y Recreación ","71","3","*","*","*"
"Luquillo","89","Alojamiento y Servicios de Alimentos ","72","33","493","2165760","4396"
"Luquillo","89","Otros Servicios Excepto Adm. Pública ","81","11","26","136830","5263"
"Luquillo","89","Administración Pública ","92","10","330 ","1692544 ","5124 "
"Luquillo","89","Otros (Establecimientos no Clasificados) ","99","0","0","0","0"
"Manatí","91","Total Municipio Segundo Trimestre 2022 ","","651","14034","109602680","7810"
"Manatí","91","Agricultura, Bosque, Pesca y Caza","11","18","118","427656","3614"
"Manatí","91","Mineria","21","0","0","0","0"
"Manatí","91","Electricidad, Agua y Gas ","22","2","*","*","*"
"Manatí","91","Construcción ","23","28","354","2468170","6979"
"Manatí","91","Manufactura","31-33","20","1855","33125403","17854"
"Manatí","91","Alimentos","311","4","48","187860","3914"
"Manatí","91","Productos de Tabaco y Bebidas","312","0","0","0","0"
"Manatí","91","Textiles ","313","0","0","0","0"
"Manatí","91","Productos Textiles Excepto Ropa","314","0","0","0","0"
"Manatí","91","Ropa ","315","0","0","0","0"
"Manatí","91","Cuero y Productos Relacionados ","316","0","0","0","0"
"Manatí","91","Productos de Madera","321","0","0","0","0"
"Manatí","91","Papel","322","0","0","0","0"
"Manatí","91","Imprenta e Industrias Relacionadas ","323","1","*","*","*"
"Manatí","91","Productos de Petróleo y Carbón ","324","0","0","0","0"
"Manatí","91","Productos Químicos ","325","8","1714","32370743","18886"
"Manatí","91","Productos de Goma y Plásticos","326","0","0","0","0"
"Manatí","91","Productos Minerales no Metálicos ","327","0","0","0","0"
"Manatí","91","Industrias de Materiales Primarios ","331","0","0","0","0"
"Manatí","91","Productos de Metal ","332","3","*","*","*"
"Manatí","91","Maquinaria ","333","0","0","0","0"
"Manatí","91","Computadora y Productos Electrónicos","334","0","0","0","0"
"Manatí","91","Equipo y Aparatos Eléctricos ","335","0","0","0","0"
"Manatí","91","Equipo de Transportación ","336","0","0","0","0"
"Manatí","91","Muebles y Productos Relacionados ","337","0","0","0","0"
"Manatí","91","Industrias Manufactureras Misceláneas","339","4","65","416676","6443"
"Manatí","91","Comercio al por Mayor","42","15","145","1954004","13445"
"Manatí","91","Comercio al Detal","44-45","124","2269","11183219","4929"
"Manatí","91","Transportación y Almacenamiento ","48-49","8","48","226859","4694"
"Manatí","91","Información","51","4","86","664933","7762"
"Manatí","91","Finanzas y Seguros ","52","15","208","1912561","9195"
"Manatí","91","Bienes Raíces, Renta o Arrendamiento ","53","24","88","542117","6137"
"Manatí","91","Servicios Profesionales y Técnicos ","54","46","196","1566701","7980"
"Manatí","91","Gerencia de Companías y Empresas ","55","3","*","*","*"
"Manatí","91","Servicios Adm. y Desperdicios Sólidos","56","21","1387","7047715","5081"
"Manatí","91","Servicios Educativos ","61","19","1014 ","6580110 ","6491 "
"Manatí","91","Servicios de Salud y Asistencia Social ","62","203","3772","28038086","7433"
"Manatí","91","Arte, Entretenimiento y Recreación ","71","3","15","61566","4104"
"Manatí","91","Alojamiento y Servicios de Alimentos ","72","48","721","3050383","4229"
"Manatí","91","Otros Servicios Excepto Adm. Pública ","81","32","113","613395","5412"
"Manatí","91","Administración Pública ","92","18","1488 ","8713783 ","5856 "
"Manatí","91","Otros (Establecimientos no Clasificados) ","99","0","0","0","0"
"Maricao","93","Total Municipio Segundo Trimestre 2022 ","","63","1390","8972922","6454"
"Maricao","93","Agricultura, Bosque, Pesca y Caza","11","28","92","143356","1553"
"Maricao","93","Mineria","21","0","0","0","0"
"Maricao","93","Electricidad, Agua y Gas ","22","1","*","*","*"
"Maricao","93","Construcción ","23","2","*","*","*"
"Maricao","93","Manufactura","31-33","3","*","*","*"
"Maricao","93","Alimentos","311","1","*","*","*"
"Maricao","93","Productos de Tabaco y Bebidas","312","1","*","*","*"
"Maricao","93","Textiles ","313","0","0","0","0"
"Maricao","93","Productos Textiles Excepto Ropa","314","0","0","0","0"
"Maricao","93","Ropa ","315","0","0","0","0"
"Maricao","93","Cuero y Productos Relacionados ","316","0","0","0","0"
"Maricao","93","Productos de Madera","321","0","0","0","0"
"Maricao","93","Papel","322","0","0","0","0"
"Maricao","93","Imprenta e Industrias Relacionadas ","323","0","0","0","0"
"Maricao","93","Productos de Petróleo y Carbón ","324","0","0","0","0"
"Maricao","93","Productos Químicos ","325","0","0","0","0"
"Maricao","93","Productos de Goma y Plásticos","326","0","0","0","0"
"Maricao","93","Productos Minerales no Metálicos ","327","0","0","0","0"
"Maricao","93","Industrias de Materiales Primarios ","331","0","0","0","0"
"Maricao","93","Productos de Metal ","332","0","0","0","0"
"Maricao","93","Maquinaria ","333","0","0","0","0"
"Maricao","93","Computadora y Productos Electrónicos","334","0","0","0","0"
"Maricao","93","Equipo y Aparatos Eléctricos ","335","0","0","0","0"
"Maricao","93","Equipo de Transportación ","336","0","0","0","0"
"Maricao","93","Muebles y Productos Relacionados ","337","0","0","0","0"
"Maricao","93","Industrias Manufactureras Misceláneas","339","1","*","*","*"
"Maricao","93","Comercio al por Mayor","42","0","0","0","0"
"Maricao","93","Comercio al Detal","44-45","6","17","46173","2664"
"Maricao","93","Transportación y Almacenamiento ","48-49","2","*","*","*"
"Maricao","93","Información","51","0","0","0","0"
"Maricao","93","Finanzas y Seguros ","52","1","*","*","*"
"Maricao","93","Bienes Raíces, Renta o Arrendamiento ","53","1","*","*","*"
"Maricao","93","Servicios Profesionales y Técnicos ","54","0","0","0","0"
