MUNICIPIO,CTY,INDUSTRIA,NAICS,UNIDADES,EMPLEO PROMEDIO,SALRIO Total Municipio Segundo Trimestre 2019,Promedio
Lajas,79,Productos de Metal                       ,332,0,0,0,0
Lajas,79,Maquinaria                               ,333,0,0,0,0
Lajas,79,Computadora y Productos Electrónicos    ,334,0,0,0,0
Lajas,79,Equipo y Aparatos Eléctricos             ,335,0,0,0,0
Lajas,79,Equipo de Transportación                 ,336,0,0,0,0
Lajas,79,Muebles y Productos Relacionados         ,337,0,0,0,0
Lajas,79,Industrias Manufactureras Misceláneas    ,339,1,*,*,*
Lajas,79,Comercio al por Mayor                    ,42,4,29,"185,709","6,404"
Lajas,79,Comercio al Detal                        ,44-45,44,432,"1,669,248","3,861"
Lajas,79,Transportación y Almacenamiento           ,48-49,8,35,"286,683","8,114"
Lajas,79,Información                              ,51,0,0,0,0
Lajas,79,Finanzas y Seguros                       ,52,2,*,*,*
Lajas,79,"Bienes Raíces, Renta o Arrendamiento     ",53,5,21,"68,892","3,229"
Lajas,79,Servicios Profesionales y Técnicos       ,54,9,51,"437,335","8,520"
Lajas,79,Gerencia de Companías y Empresas         ,55,1,*,*,*
Lajas,79,Servicios Adm. y Desperdicios Sólidos    ,56,4,33,"155,116","4,653"
Lajas,79,Servicios Educativos                     ,61,2,320,2096632,6552
Lajas,79,Servicios de Salud y Asistencia Social   ,62,28,211,"1,258,113","5,953"
Lajas,79,"Arte, Entretenimiento y Recreación       ",71,4,17,"56,875","3,413"
Lajas,79,Alojamiento y Servicios de Alimentos     ,72,27,378,"973,694","2,574"
Lajas,79,Otros Servicios Excepto Adm. Pública     ,81,14,32,"282,563","8,923"
Lajas,79,Administración Pública                   ,92,10,423,1857074,4390
Lajas,79,Otros (Establecimientos no Clasificados) ,99,0,0,0,0
Lares,81,Total Municipio Segundo Trimestre 2021 ,,281,"3,963","17,791,622","4,489"
Lares,81,"Agricultura, Bosque, Pesca y Caza        ",11,86,589,"1,529,020","2,596"
Lares,81,Mineria                                  ,21,0,0,0,0
Lares,81,"Electricidad, Agua y Gas                 ",22,1,*,*,*
Lares,81,Construcción                             ,23,7,135,"675,846","5,006"
Lares,81,Manufactura                              ,31-33,17,676,"2,472,534","3,658"
Lares,81,Alimentos                                ,311,15,91,"293,027","3,208"
Lares,81,Productos de Tabaco y Bebidas            ,312,0,0,0,0
Lares,81,Textiles                                 ,313,0,0,0,0
Lares,81,Productos Textiles Excepto Ropa          ,314,0,0,0,0
Lares,81,Ropa                                     ,315,1,*,*,*
Lares,81,Cuero y Productos Relacionados           ,316,0,0,0,0
Lares,81,Productos de Madera                      ,321,0,0,0,0
Lares,81,Papel                                    ,322,0,0,0,0
Lares,81,Imprenta e Industrias Relacionadas       ,323,1,*,*,*
Lares,81,Productos de Petróleo y Carbón           ,324,0,0,0,0
Lares,81,Productos Químicos                       ,325,0,0,0,0
Lares,81,Productos de Goma y Plásticos            ,326,0,0,0,0
Lares,81,Productos Minerales no Metálicos         ,327,0,0,0,0
Lares,81,Industrias de Materiales Primarios       ,331,0,0,0,0
Lares,81,Productos de Metal                       ,332,0,0,0,0
Lares,81,Maquinaria                               ,333,0,0,0,0
Lares,81,Computadora y Productos Electrónicos    ,334,0,0,0,0
Lares,81,Equipo y Aparatos Eléctricos             ,335,0,0,0,0
Lares,81,Equipo de Transportación                 ,336,0,0,0,0
Lares,81,Muebles y Productos Relacionados         ,337,0,0,0,0
Lares,81,Industrias Manufactureras Misceláneas    ,339,0,0,0,0
Lares,81,Comercio al por Mayor                    ,42,5,58,"151,569","2,628"
Lares,81,Comercio al Detal                        ,44-45,56,559,"1,674,945","2,998"
Lares,81,Transportación y Almacenamiento           ,48-49,4,22,"223,708","10,169"
Lares,81,Información                              ,51,1,*,*,*
Lares,81,Finanzas y Seguros                       ,52,5,88,"628,227","7,139"
Lares,81,"Bienes Raíces, Renta o Arrendamiento     ",53,5,42,"229,958","5,475"
Lares,81,Servicios Profesionales y Técnicos       ,54,14,26,"109,884","4,226"
Lares,81,Gerencia de Companías y Empresas         ,55,0,0,0,0
Lares,81,Servicios Adm. y Desperdicios Sólidos    ,56,4,*,*,*
Lares,81,Servicios Educativos                     ,61,2,450,3028151,6734
Lares,81,Servicios de Salud y Asistencia Social   ,62,36,714,"4,410,026","6,177"
Lares,81,"Arte, Entretenimiento y Recreación       ",71,1,*,*,*
Lares,81,Alojamiento y Servicios de Alimentos     ,72,19,121,"330,944","2,728"
Lares,81,Otros Servicios Excepto Adm. Pública     ,81,7,24,"89,880","3,694"
Lares,81,Administración Pública                   ,92,11,399,1898410,4762
Lares,81,Otros (Establecimientos no Clasificados) ,99,0,0,0,0
Las Marías,83,Total Municipio Segundo Trimestre 2021 ,,88,"1,127","4,810,063","4,269"
Las Marías,83,"Agricultura, Bosque, Pesca y Caza        ",11,23,57,"102,086","1,791"
Las Marías,83,Mineria                                  ,21,0,0,0,0
Las Marías,83,"Electricidad, Agua y Gas                 ",22,1,*,*,*
Las Marías,83,Construcción                             ,23,3,15,"31,917","2,128"
Las Marías,83,Manufactura                              ,31-33,5,*,*,*
Las Marías,83,Alimentos                                ,311,3,16,"50,589","3,097"
Las Marías,83,Productos de Tabaco y Bebidas            ,312,0,0,0,0
Las Marías,83,Textiles                                 ,313,0,0,0,0
Las Marías,83,Productos Textiles Excepto Ropa          ,314,0,0,0,0
Las Marías,83,Ropa                                     ,315,1,*,*,*
Las Marías,83,Cuero y Productos Relacionados           ,316,0,0,0,0
Las Marías,83,Productos de Madera                      ,321,0,0,0,0
Las Marías,83,Papel                                    ,322,0,0,0,0
Las Marías,83,Imprenta e Industrias Relacionadas       ,323,0,0,0,0
Las Marías,83,Productos de Petróleo y Carbón           ,324,0,0,0,0
Las Marías,83,Productos Químicos                       ,325,1,*,*,*
Las Marías,83,Productos de Goma y Plásticos            ,326,0,0,0,0
Las Marías,83,Productos Minerales no Metálicos         ,327,0,0,0,0
Las Marías,83,Industrias de Materiales Primarios       ,331,0,0,0,0
Las Marías,83,Productos de Metal                       ,332,0,0,0,0
Las Marías,83,Maquinaria                               ,333,0,0,0,0
Las Marías,83,Computadora y Productos Electrónicos    ,334,0,0,0,0
Las Marías,83,Equipo y Aparatos Eléctricos             ,335,0,0,0,0
Las Marías,83,Equipo de Transportación                 ,336,0,0,0,0
Las Marías,83,Muebles y Productos Relacionados         ,337,0,0,0,0
Las Marías,83,Industrias Manufactureras Misceláneas    ,339,0,0,0,0
Las Marías,83,Comercio al por Mayor                    ,42,0,0,0,0
Las Marías,83,Comercio al Detal                        ,44-45,17,81,"267,929","3,321"
Las Marías,83,Transportación y Almacenamiento           ,48-49,5,13,"114,287","9,023"
Las Marías,83,Información                              ,51,0,0,0,0
Las Marías,83,Finanzas y Seguros                       ,52,1,*,*,*
Las Marías,83,"Bienes Raíces, Renta o Arrendamiento     ",53,3,12,"23,767","2,037"
Las Marías,83,Servicios Profesionales y Técnicos       ,54,1,*,*,*
Las Marías,83,Gerencia de Companías y Empresas         ,55,0,0,0,0
Las Marías,83,Servicios Adm. y Desperdicios Sólidos    ,56,2,*,*,*
Las Marías,83,Servicios Educativos                     ,61,2,184,1259571,6833
Las Marías,83,Servicios de Salud y Asistencia Social   ,62,11,105,"695,649","6,625"
Las Marías,83,"Arte, Entretenimiento y Recreación       ",71,0,0,0,0
Las Marías,83,Alojamiento y Servicios de Alimentos     ,72,4,17,"39,085","2,299"
Las Marías,83,Otros Servicios Excepto Adm. Pública     ,81,1,*,*,*
Las Marías,83,Administración Pública                   ,92,9,390,1432813,3671
Las Marías,83,Otros (Establecimientos no Clasificados) ,99,0,0,0,0
Las Piedras,85,Total Municipio Segundo Trimestre 2021 ,,280,"6,548","48,717,502","7,440"
Las Piedras,85,"Agricultura, Bosque, Pesca y Caza        ",11,15,94,"376,457","3,991"
Las Piedras,85,Mineria                                  ,21,0,0,0,0
Las Piedras,85,"Electricidad, Agua y Gas                 ",22,0,0,0,0
Las Piedras,85,Construcción                             ,23,20,417,"2,467,499","5,922"
Las Piedras,85,Manufactura                              ,31-33,14,"1,781","25,371,911","14,246"
Las Piedras,85,Alimentos                                ,311,4,*,*,*
Las Piedras,85,Productos de Tabaco y Bebidas            ,312,0,0,0,0
Las Piedras,85,Textiles                                 ,313,0,0,0,0
Las Piedras,85,Productos Textiles Excepto Ropa          ,314,0,0,0,0
Las Piedras,85,Ropa                                     ,315,0,0,0,0
Las Piedras,85,Cuero y Productos Relacionados           ,316,0,0,0,0
Las Piedras,85,Productos de Madera                      ,321,0,0,0,0
Las Piedras,85,Papel                                    ,322,0,0,0,0
Las Piedras,85,Imprenta e Industrias Relacionadas       ,323,2,*,*,*
Las Piedras,85,Productos de Petróleo y Carbón           ,324,0,0,0,0
Las Piedras,85,Productos Químicos                       ,325,2,*,*,*
Las Piedras,85,Productos de Goma y Plásticos            ,326,0,0,0,0
Las Piedras,85,Productos Minerales no Metálicos         ,327,0,0,0,0
Las Piedras,85,Industrias de Materiales Primarios       ,331,0,0,0,0
Las Piedras,85,Productos de Metal                       ,332,2,*,*,*
Las Piedras,85,Maquinaria                               ,333,0,0,0,0
Las Piedras,85,Computadora y Productos Electrónicos    ,334,1,*,*,*
Las Piedras,85,Equipo y Aparatos Eléctricos             ,335,1,*,*,*
Las Piedras,85,Equipo de Transportación                 ,336,0,0,0,0
Las Piedras,85,Muebles y Productos Relacionados         ,337,0,0,0,0
Las Piedras,85,Industrias Manufactureras Misceláneas    ,339,2,*,*,*
Las Piedras,85,Comercio al por Mayor                    ,42,11,59,"388,050","6,577"
Las Piedras,85,Comercio al Detal                        ,44-45,52,576,"2,906,955","5,047"
Las Piedras,85,Transportación y Almacenamiento           ,48-49,4,32,"338,526","10,690"
Las Piedras,85,Información                              ,51,3,49,"253,638","5,212"
Las Piedras,85,Finanzas y Seguros                       ,52,7,103,"926,907","8,999"
Las Piedras,85,"Bienes Raíces, Renta o Arrendamiento     ",53,5,*,*,*
Las Piedras,85,Servicios Profesionales y Técnicos       ,54,19,66,"501,145","7,632"
Las Piedras,85,Gerencia de Companías y Empresas         ,55,0,0,0,0
Las Piedras,85,Servicios Adm. y Desperdicios Sólidos    ,56,5,*,*,*
Las Piedras,85,Servicios Educativos                     ,61,9,453,2830143,6248
Las Piedras,85,Servicios de Salud y Asistencia Social   ,62,48,312,"1,949,132","6,247"
Las Piedras,85,"Arte, Entretenimiento y Recreación       ",71,3,*,*,*
Las Piedras,85,Alojamiento y Servicios de Alimentos     ,72,34,345,"1,209,826","3,507"
Las Piedras,85,Otros Servicios Excepto Adm. Pública     ,81,22,96,"465,859","4,870"
Las Piedras,85,Administración Pública                   ,92,9,472,2044560,4329
Las Piedras,85,Otros (Establecimientos no Clasificados) ,99,0,0,0,0
Loíza,87,Total Municipio Segundo Trimestre 2021 ,,96,"1,618","8,484,404","5,243"
Loíza,87,"Agricultura, Bosque, Pesca y Caza        ",11,2,*,*,*
Loíza,87,Mineria                                  ,21,0,0,0,0
Loíza,87,"Electricidad, Agua y Gas                 ",22,0,0,0,0
Loíza,87,Construcción                             ,23,0,0,0,0
Loíza,87,Manufactura                              ,31-33,3,88,"441,474","4,998"
Loíza,87,Alimentos                                ,311,0,0,0,0
Loíza,87,Productos de Tabaco y Bebidas            ,312,0,0,0,0
Loíza,87,Textiles                                 ,313,0,0,0,0
Loíza,87,Productos Textiles Excepto Ropa          ,314,0,0,0,0
Loíza,87,Ropa                                     ,315,0,0,0,0
Loíza,87,Cuero y Productos Relacionados           ,316,0,0,0,0
Loíza,87,Productos de Madera                      ,321,0,0,0,0
Loíza,87,Papel                                    ,322,1,*,*,*
Loíza,87,Imprenta e Industrias Relacionadas       ,323,0,0,0,0
Loíza,87,Productos de Petróleo y Carbón           ,324,0,0,0,0
Loíza,87,Productos Químicos                       ,325,2,*,*,*
Loíza,87,Productos de Goma y Plásticos            ,326,0,0,0,0
Loíza,87,Productos Minerales no Metálicos         ,327,0,0,0,0
Loíza,87,Industrias de Materiales Primarios       ,331,0,0,0,0
Loíza,87,Productos de Metal                       ,332,0,0,0,0
Loíza,87,Maquinaria                               ,333,0,0,0,0
Loíza,87,Computadora y Productos Electrónicos    ,334,0,0,0,0
Loíza,87,Equipo y Aparatos Eléctricos             ,335,0,0,0,0
Loíza,87,Equipo de Transportación                 ,336,0,0,0,0
Loíza,87,Muebles y Productos Relacionados         ,337,0,0,0,0
Loíza,87,Industrias Manufactureras Misceláneas    ,339,0,0,0,0
Loíza,87,Comercio al por Mayor                    ,42,0,0,0,0
Loíza,87,Comercio al Detal                        ,44-45,25,169,"687,242","4,075"
Loíza,87,Transportación y Almacenamiento           ,48-49,4,13,"88,400","6,979"
Loíza,87,Información                              ,51,0,0,0,0
Loíza,87,Finanzas y Seguros                       ,52,2,*,*,*
Loíza,87,"Bienes Raíces, Renta o Arrendamiento     ",53,4,16,"61,985","3,874"
Loíza,87,Servicios Profesionales y Técnicos       ,54,4,*,*,*
Loíza,87,Gerencia de Companías y Empresas         ,55,0,0,0,0
Loíza,87,Servicios Adm. y Desperdicios Sólidos    ,56,2,*,*,*
Loíza,87,Servicios Educativos                     ,61,3,355,2251707,6337
Loíza,87,Servicios de Salud y Asistencia Social   ,62,20,270,"1,566,386","5,809"
Loíza,87,"Arte, Entretenimiento y Recreación       ",71,0,0,0,0
Loíza,87,Alojamiento y Servicios de Alimentos     ,72,16,173,"595,769","3,444"
Loíza,87,Otros Servicios Excepto Adm. Pública     ,81,2,*,*,*
Loíza,87,Administración Pública                   ,92,9,440,2239566,5090
Loíza,87,Otros (Establecimientos no Clasificados) ,99,0,0,0,0
Luquillo,89,Total Municipio Segundo Trimestre 2021 ,,147,"1,939","10,874,848","5,608"
Luquillo,89,"Agricultura, Bosque, Pesca y Caza        ",11,2,*,*,*
Luquillo,89,Mineria                                  ,21,0,0,0,0
Luquillo,89,"Electricidad, Agua y Gas                 ",22,1,*,*,*
Luquillo,89,Construcción                             ,23,14,184,"1,104,276","6,012"
Luquillo,89,Manufactura                              ,31-33,3,59,"313,391","5,312"
Luquillo,89,Alimentos                                ,311,0,0,0,0
Luquillo,89,Productos de Tabaco y Bebidas            ,312,0,0,0,0
Luquillo,89,Textiles                                 ,313,0,0,0,0
Luquillo,89,Productos Textiles Excepto Ropa          ,314,0,0,0,0
Luquillo,89,Ropa                                     ,315,0,0,0,0
Luquillo,89,Cuero y Productos Relacionados           ,316,0,0,0,0
Luquillo,89,Productos de Madera                      ,321,0,0,0,0
Luquillo,89,Papel                                    ,322,0,0,0,0
Luquillo,89,Imprenta e Industrias Relacionadas       ,323,0,0,0,0
Luquillo,89,Productos de Petróleo y Carbón           ,324,0,0,0,0
Luquillo,89,Productos Químicos                       ,325,0,0,0,0
Luquillo,89,Productos de Goma y Plásticos            ,326,1,*,*,*
Luquillo,89,Productos Minerales no Metálicos         ,327,0,0,0,0
Luquillo,89,Industrias de Materiales Primarios       ,331,0,0,0,0
Luquillo,89,Productos de Metal                       ,332,1,*,*,*
Luquillo,89,Maquinaria                               ,333,0,0,0,0
Luquillo,89,Computadora y Productos Electrónicos    ,334,1,*,*,*
Luquillo,89,Equipo y Aparatos Eléctricos             ,335,0,0,0,0
Luquillo,89,Equipo de Transportación                 ,336,0,0,0,0
Luquillo,89,Muebles y Productos Relacionados         ,337,0,0,0,0
Luquillo,89,Industrias Manufactureras Misceláneas    ,339,0,0,0,0
Luquillo,89,Comercio al por Mayor                    ,42,2,*,*,*
Luquillo,89,Comercio al Detal                        ,44-45,19,273,"1,733,805","6,359"
Luquillo,89,Transportación y Almacenamiento           ,48-49,2,*,*,*
Luquillo,89,Información                              ,51,1,*,*,*
Luquillo,89,Finanzas y Seguros                       ,52,2,*,*,*
Luquillo,89,"Bienes Raíces, Renta o Arrendamiento     ",53,8,15,"66,343","4,327"
Luquillo,89,Servicios Profesionales y Técnicos       ,54,6,27,"230,186","8,632"
Luquillo,89,Gerencia de Companías y Empresas         ,55,0,0,0,0
Luquillo,89,Servicios Adm. y Desperdicios Sólidos    ,56,5,*,*,*
Luquillo,89,Servicios Educativos                     ,61,4,208,1339411,6429
Luquillo,89,Servicios de Salud y Asistencia Social   ,62,19,83,"515,698","6,213"
Luquillo,89,"Arte, Entretenimiento y Recreación       ",71,2,*,*,*
Luquillo,89,Alojamiento y Servicios de Alimentos     ,72,34,453,"1,561,429","3,449"
Luquillo,89,Otros Servicios Excepto Adm. Pública     ,81,12,26,"101,519","3,955"
Luquillo,89,Administración Pública                   ,92,11,303,1542128,5095
Luquillo,89,Otros (Establecimientos no Clasificados) ,99,0,0,0,0
Manatí,91,Total Municipio Segundo Trimestre 2021 ,,630,"13,449","103,938,219","7,729"
Manatí,91,"Agricultura, Bosque, Pesca y Caza        ",11,15,127,"426,002","3,354"
Manatí,91,Mineria                                  ,21,0,0,0,0
Manatí,91,"Electricidad, Agua y Gas                 ",22,3,134,"1,286,294","9,599"
Manatí,91,Construcción                             ,23,22,296,"2,015,886","6,803"
Manatí,91,Manufactura                              ,31-33,19,"1,862","32,764,940","17,600"
Manatí,91,Alimentos                                ,311,4,*,*,*
Manatí,91,Productos de Tabaco y Bebidas            ,312,0,0,0,0
Manatí,91,Textiles                                 ,313,0,0,0,0
Manatí,91,Productos Textiles Excepto Ropa          ,314,0,0,0,0
Manatí,91,Ropa                                     ,315,0,0,0,0
Manatí,91,Cuero y Productos Relacionados           ,316,0,0,0,0
Manatí,91,Productos de Madera                      ,321,0,0,0,0
Manatí,91,Papel                                    ,322,0,0,0,0
Manatí,91,Imprenta e Industrias Relacionadas       ,323,0,0,0,0
Manatí,91,Productos de Petróleo y Carbón           ,324,0,0,0,0
Manatí,91,Productos Químicos                       ,325,9,"1,717","32,082,029","18,689"
Manatí,91,Productos de Goma y Plásticos            ,326,0,0,0,0
Manatí,91,Productos Minerales no Metálicos         ,327,0,0,0,0
Manatí,91,Industrias de Materiales Primarios       ,331,0,0,0,0
Manatí,91,Productos de Metal                       ,332,2,*,*,*
Manatí,91,Maquinaria                               ,333,0,0,0,0
Manatí,91,Computadora y Productos Electrónicos    ,334,0,0,0,0
Manatí,91,Equipo y Aparatos Eléctricos             ,335,0,0,0,0
Manatí,91,Equipo de Transportación                 ,336,0,0,0,0
Manatí,91,Muebles y Productos Relacionados         ,337,0,0,0,0
Manatí,91,Industrias Manufactureras Misceláneas    ,339,4,65,"344,057","5,320"
Manatí,91,Comercio al por Mayor                    ,42,12,151,"1,992,880","13,169"
Manatí,91,Comercio al Detal                        ,44-45,119,"2,123","10,363,889","4,882"
Manatí,91,Transportación y Almacenamiento           ,48-49,7,73,"704,522","9,651"
Manatí,91,Información                              ,51,4,106,"602,871","5,670"
Manatí,91,Finanzas y Seguros                       ,52,17,218,"1,986,205","9,111"
Manatí,91,"Bienes Raíces, Renta o Arrendamiento     ",53,26,92,"551,897","6,021"
Manatí,91,Servicios Profesionales y Técnicos       ,54,45,169,"1,311,621","7,776"
Manatí,91,Gerencia de Companías y Empresas         ,55,3,77,"487,578","6,332"
Manatí,91,Servicios Adm. y Desperdicios Sólidos    ,56,21,"1,097","6,178,155","5,630"
Manatí,91,Servicios Educativos                     ,61,19,1012,6245635,6172
Manatí,91,Servicios de Salud y Asistencia Social   ,62,199,"3,650","25,813,105","7,071"
Manatí,91,"Arte, Entretenimiento y Recreación       ",71,2,*,*,*
Manatí,91,Alojamiento y Servicios de Alimentos     ,72,47,691,"2,545,720","3,682"
Manatí,91,Otros Servicios Excepto Adm. Pública     ,81,30,106,"495,400","4,674"
Manatí,91,Administración Pública                   ,92,20,1451,8134480,5606
Manatí,91,Otros (Establecimientos no Clasificados) ,99,0,0,0,0
Maricao,93,Total Municipio Segundo Trimestre 2021 ,,61,"1,282","7,567,902","5,902"
Maricao,93,"Agricultura, Bosque, Pesca y Caza        ",11,27,89,"102,487","1,152"
Maricao,93,Mineria                                  ,21,0,0,0,0
Maricao,93,"Electricidad, Agua y Gas                 ",22,1,*,*,*
Maricao,93,Construcción                             ,23,2,*,*,*
Maricao,93,Manufactura                              ,31-33,3,*,*,*
Maricao,93,Alimentos                                ,311,1,*,*,*
Maricao,93,Productos de Tabaco y Bebidas            ,312,1,*,*,*
Maricao,93,Textiles                                 ,313,0,0,0,0
Maricao,93,Productos Textiles Excepto Ropa          ,314,0,0,0,0
Maricao,93,Ropa                                     ,315,0,0,0,0
Maricao,93,Cuero y Productos Relacionados           ,316,0,0,0,0
Maricao,93,Productos de Madera                      ,321,0,0,0,0
Maricao,93,Papel                                    ,322,0,0,0,0
Maricao,93,Imprenta e Industrias Relacionadas       ,323,0,0,0,0
Maricao,93,Productos de Petróleo y Carbón           ,324,0,0,0,0
Maricao,93,Productos Químicos                       ,325,0,0,0,0
Maricao,93,Productos de Goma y Plásticos            ,326,0,0,0,0
Maricao,93,Productos Minerales no Metálicos         ,327,0,0,0,0
Maricao,93,Industrias de Materiales Primarios       ,331,0,0,0,0
Maricao,93,Productos de Metal                       ,332,0,0,0,0
Maricao,93,Maquinaria                               ,333,0,0,0,0
Maricao,93,Computadora y Productos Electrónicos    ,334,0,0,0,0
Maricao,93,Equipo y Aparatos Eléctricos             ,335,0,0,0,0
Maricao,93,Equipo de Transportación                 ,336,0,0,0,0
Maricao,93,Muebles y Productos Relacionados         ,337,0,0,0,0
Maricao,93,Industrias Manufactureras Misceláneas    ,339,1,*,*,*
Maricao,93,Comercio al por Mayor                    ,42,0,0,0,0
Maricao,93,Comercio al Detal                        ,44-45,6,13,"41,041","3,157"
Maricao,93,Transportación y Almacenamiento           ,48-49,1,*,*,*
Maricao,93,Información                              ,51,0,0,0,0
Maricao,93,Finanzas y Seguros                       ,52,1,*,*,*
Maricao,93,"Bienes Raíces, Renta o Arrendamiento     ",53,1,*,*,*
Maricao,93,Servicios Profesionales y Técnicos       ,54,0,0,0,0
Maricao,93,Gerencia de Companías y Empresas         ,55,0,0,0,0
Maricao,93,Servicios Adm. y Desperdicios Sólidos    ,56,1,*,*,*
Maricao,93,Servicios Educativos                     ,61,1,114,764200,6704
Maricao,93,Servicios de Salud y Asistencia Social   ,62,4,48,"475,707","9,911"
Maricao,93,"Arte, Entretenimiento y Recreación       ",71,0,0,0,0
Maricao,93,Alojamiento y Servicios de Alimentos     ,72,4,36,"114,684","3,156"
Maricao,93,Otros Servicios Excepto Adm. Pública     ,81,0,0,0,0
Maricao,93,Administración Pública                   ,92,9,216,859785,3980
Maricao,93,Otros (Establecimientos no Clasificados) ,99,0,0,0,0
Maunabo,95,Total Municipio Segundo Trimestre 2021 ,,58,"1,180","9,187,129","7,788"
Maunabo,95,"Agricultura, Bosque, Pesca y Caza        ",11,2,*,*,*
Maunabo,95,Mineria                                  ,21,0,0,0,0
Maunabo,95,"Electricidad, Agua y Gas                 ",22,1,*,*,*
Maunabo,95,Construcción                             ,23,2,*,*,*
Maunabo,95,Manufactura                              ,31-33,0,0,0,0
Maunabo,95,Alimentos                                ,311,0,0,0,0
Maunabo,95,Productos de Tabaco y Bebidas            ,312,0,0,0,0
Maunabo,95,Textiles                                 ,313,0,0,0,0
Maunabo,95,Productos Textiles Excepto Ropa          ,314,0,0,0,0
Maunabo,95,Ropa                                     ,315,0,0,0,0
Maunabo,95,Cuero y Productos Relacionados           ,316,0,0,0,0
Maunabo,95,Productos de Madera                      ,321,0,0,0,0
Maunabo,95,Papel                                    ,322,0,0,0,0
Maunabo,95,Imprenta e Industrias Relacionadas       ,323,0,0,0,0
Maunabo,95,Productos de Petróleo y Carbón           ,324,0,0,0,0
Maunabo,95,Productos Químicos                       ,325,0,0,0,0
Maunabo,95,Productos de Goma y Plásticos            ,326,0,0,0,0
Maunabo,95,Productos Minerales no Metálicos         ,327,0,0,0,0
Maunabo,95,Industrias de Materiales Primarios       ,331,0,0,0,0
Maunabo,95,Productos de Metal                       ,332,0,0,0,0
Maunabo,95,Maquinaria                               ,333,0,0,0,0
Maunabo,95,Computadora y Productos Electrónicos    ,334,0,0,0,0
Maunabo,95,Equipo y Aparatos Eléctricos             ,335,0,0,0,0
Maunabo,95,Equipo de Transportación                 ,336,0,0,0,0
Maunabo,95,Muebles y Productos Relacionados         ,337,0,0,0,0
Maunabo,95,Industrias Manufactureras Misceláneas    ,339,0,0,0,0
Maunabo,95,Comercio al por Mayor                    ,42,1,*,*,*
Maunabo,95,Comercio al Detal                        ,44-45,14,58,"196,942","3,415"
Maunabo,95,Transportación y Almacenamiento           ,48-49,1,*,*,*
Maunabo,95,Información                              ,51,1,*,*,*
Maunabo,95,Finanzas y Seguros                       ,52,2,*,*,*
Maunabo,95,"Bienes Raíces, Renta o Arrendamiento     ",53,0,0,0,0
Maunabo,95,Servicios Profesionales y Técnicos       ,54,1,*,*,*
Maunabo,95,Gerencia de Companías y Empresas         ,55,0,0,0,0
Maunabo,95,Servicios Adm. y Desperdicios Sólidos    ,56,0,0,0,0
Maunabo,95,Servicios Educativos                     ,61,1,155,1044779,6741
Maunabo,95,Servicios de Salud y Asistencia Social   ,62,12,83,"318,902","3,842"
Maunabo,95,"Arte, Entretenimiento y Recreación       ",71,0,0,0,0
Maunabo,95,Alojamiento y Servicios de Alimentos     ,72,8,101,"320,127","3,170"
Maunabo,95,Otros Servicios Excepto Adm. Pública     ,81,2,*,*,*
Maunabo,95,Administración Pública                   ,92,10,719,6804992,9465
Maunabo,95,Otros (Establecimientos no Clasificados) ,99,0,0,0,0
Mayagüez,97,Total Municipio Segundo Trimestre 2021 ,,"1,524","28,767","180,888,229","6,288"
Mayagüez,97,"Agricultura, Bosque, Pesca y Caza        ",11,21,258,"1,096,526","4,250"
Mayagüez,97,Mineria                                  ,21,0,0,0,0
Mayagüez,97,"Electricidad, Agua y Gas                 ",22,3,486,"4,230,390","8,705"
Mayagüez,97,Construcción                             ,23,59,829,"4,335,484","5,228"
Mayagüez,97,Manufactura                              ,31-33,51,"1,788","9,235,278","5,166"
Mayagüez,97,Alimentos                                ,311,31,458,"1,582,203","3,457"
Mayagüez,97,Productos de Tabaco y Bebidas            ,312,3,*,*,*
Mayagüez,97,Textiles                                 ,313,0,0,0,0
Mayagüez,97,Productos Textiles Excepto Ropa          ,314,0,0,0,0
Mayagüez,97,Ropa                                     ,315,5,868,"3,629,717","4,180"
Mayagüez,97,Cuero y Productos Relacionados           ,316,0,0,0,0
Mayagüez,97,Productos de Madera                      ,321,0,0,0,0
Mayagüez,97,Papel                                    ,322,0,0,0,0
Mayagüez,97,Imprenta e Industrias Relacionadas       ,323,3,6,"31,379","4,955"
Mayagüez,97,Productos de Petróleo y Carbón           ,324,0,0,0,0
Mayagüez,97,Productos Químicos                       ,325,1,*,*,*
Mayagüez,97,Productos de Goma y Plásticos            ,326,0,0,0,0
Mayagüez,97,Productos Minerales no Metálicos         ,327,2,*,*,*
Mayagüez,97,Industrias de Materiales Primarios       ,331,0,0,0,0
Mayagüez,97,Productos de Metal                       ,332,5,122,"484,383","3,981"
Mayagüez,97,Maquinaria                               ,333,0,0,0,0
Mayagüez,97,Computadora y Productos Electrónicos    ,334,0,0,0,0
Mayagüez,97,Equipo y Aparatos Eléctricos             ,335,0,0,0,0
Mayagüez,97,Equipo de Transportación                 ,336,0,0,0,0
Mayagüez,97,Muebles y Productos Relacionados         ,337,0,0,0,0
Mayagüez,97,Industrias Manufactureras Misceláneas    ,339,1,*,*,*
Mayagüez,97,Comercio al por Mayor                    ,42,59,405,"2,480,542","6,125"
Mayagüez,97,Comercio al Detal                        ,44-45,281,"4,651","24,914,816","5,357"
Mayagüez,97,Transportación y Almacenamiento           ,48-49,27,425,"3,780,434","8,902"
Mayagüez,97,Información                              ,51,17,277,"2,344,205","8,463"
Mayagüez,97,Finanzas y Seguros                       ,52,58,537,"4,639,773","8,646"
