MUNICIPIO,CTY,INDUSTRIA,NAICS,UNIDADES, EMPLEO PROMEDIO , SALRIO Total Municipio Tercer  Trimestre 2021 , Promedio 
Isabela,71,Industrias de Materiales Primarios       ,331,0, -   , -   , -   
Isabela,71,Productos de Metal                       ,332,3, 3 ," 12,885 "," 4,295 "
Isabela,71,Maquinaria                               ,333,0, -   , -   , -   
Isabela,71,Computadora y Productos Electrónicos    ,334,0, -   , -   , -   
Isabela,71,Equipo y Aparatos Eléctricos             ,335,0, -   , -   , -   
Isabela,71,Equipo de Transportación                 ,336,0, -   , -   , -   
Isabela,71,Muebles y Productos Relacionados         ,337,0, -   , -   , -   
Isabela,71,Industrias Manufactureras Misceláneas    ,339,1, * , * , * 
Isabela,71,Comercio al por Mayor                    ,42,18, 70 ," 397,855 "," 5,684 "
Isabela,71,Comercio al Detal                        ,44-45,109," 1,590 "," 8,080,381 "," 5,082 "
Isabela,71,Transportación y Almacenamiento           ,48-49,5, 45 ," 551,510 "," 12,347 "
Isabela,71,Información                              ,51,2, * , * , * 
Isabela,71,Finanzas y Seguros                       ,52,14, 160 ," 1,499,243 "," 9,390 "
Isabela,71,"Bienes Raíces, Renta o Arrendamiento     ",53,8, 12 ," 47,602 "," 4,080 "
Isabela,71,Servicios Profesionales y Técnicos       ,54,42, 520 ," 5,683,499 "," 10,937 "
Isabela,71,Gerencia de Companías y Empresas         ,55,0, -   , -   , -   
Isabela,71,Servicios Adm. y Desperdicios Sólidos    ,56,10, 118 ," 1,152,639 "," 9,796 "
Isabela,71,Servicios Educativos                     ,61,9, 538 ," 3,382,380 "," 6,283 "
Isabela,71,Servicios de Salud y Asistencia Social   ,62,83, 531 ," 3,021,468 "," 5,694 "
Isabela,71,"Arte, Entretenimiento y Recreación       ",71,4, 18 ," 42,976 "," 2,344 "
Isabela,71,Alojamiento y Servicios de Alimentos     ,72,69, 821 ," 2,611,281 "," 3,179 "
Isabela,71,Otros Servicios Excepto Adm. Pública     ,81,26, 76 ," 326,982 "," 4,302 "
Isabela,71,Administración Pública                   ,92,13, 691 ," 3,184,009 "," 4,608 "
Isabela,71,Otros (Establecimientos no Clasificados) ,99,0, -   , -   , -   
Jayuya,73,Total Municipio Tercer Trimestre 2021 ,,160," 2,705 "," 16,798,453 "," 6,210 "
Jayuya,73,"Agricultura, Bosque, Pesca y Caza        ",11,37, 142 ," 333,028 "," 2,351 "
Jayuya,73,Mineria                                  ,21,0, -   , -   , -   
Jayuya,73,"Electricidad, Agua y Gas                 ",22,1, * , * , * 
Jayuya,73,Construcción                             ,23,9, 127 ," 649,869 "," 5,104 "
Jayuya,73,Manufactura                              ,31-33,8, 786 ," 7,992,842 "," 10,169 "
Jayuya,73,Alimentos                                ,311,3, 47 ," 150,292 "," 3,175 "
Jayuya,73,Productos de Tabaco y Bebidas            ,312,2, * , * , * 
Jayuya,73,Textiles                                 ,313,0, -   , -   , -   
Jayuya,73,Productos Textiles Excepto Ropa          ,314,0, -   , -   , -   
Jayuya,73,Ropa                                     ,315,0, -   , -   , -   
Jayuya,73,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
Jayuya,73,Productos de Madera                      ,321,0, -   , -   , -   
Jayuya,73,Papel                                    ,322,0, -   , -   , -   
Jayuya,73,Imprenta e Industrias Relacionadas       ,323,0, -   , -   , -   
Jayuya,73,Productos de Petróleo y Carbón           ,324,0, -   , -   , -   
Jayuya,73,Productos Químicos                       ,325,2, * , * , * 
Jayuya,73,Productos de Goma y Plásticos            ,326,0, -   , -   , -   
Jayuya,73,Productos Minerales no Metálicos         ,327,0, -   , -   , -   
Jayuya,73,Industrias de Materiales Primarios       ,331,0, -   , -   , -   
Jayuya,73,Productos de Metal                       ,332,0, -   , -   , -   
Jayuya,73,Maquinaria                               ,333,1, * , * , * 
Jayuya,73,Computadora y Productos Electrónicos    ,334,0, -   , -   , -   
Jayuya,73,Equipo y Aparatos Eléctricos             ,335,0, -   , -   , -   
Jayuya,73,Equipo de Transportación                 ,336,0, -   , -   , -   
Jayuya,73,Muebles y Productos Relacionados         ,337,0, -   , -   , -   
Jayuya,73,Industrias Manufactureras Misceláneas    ,339,0, -   , -   , -   
Jayuya,73,Comercio al por Mayor                    ,42,1, * , * , * 
Jayuya,73,Comercio al Detal                        ,44-45,35, 295 ," 1,249,153 "," 4,234 "
Jayuya,73,Transportación y Almacenamiento           ,48-49,5, 11 ," 110,607 "," 10,055 "
Jayuya,73,Información                              ,51,0, -   , -   , -   
Jayuya,73,Finanzas y Seguros                       ,52,3, 33 ," 182,013 "," 5,516 "
Jayuya,73,"Bienes Raíces, Renta o Arrendamiento     ",53,2, * , * , * 
Jayuya,73,Servicios Profesionales y Técnicos       ,54,4, * , * , * 
Jayuya,73,Gerencia de Companías y Empresas         ,55,0, -   , -   , -   
Jayuya,73,Servicios Adm. y Desperdicios Sólidos    ,56,1, * , * , * 
Jayuya,73,Servicios Educativos                     ,61,1, 295 ," 1,958,864 "," 6,633 "
Jayuya,73,Servicios de Salud y Asistencia Social   ,62,16, 96 ," 518,369 "," 5,400 "
Jayuya,73,"Arte, Entretenimiento y Recreación       ",71,3, * , * , * 
Jayuya,73,Alojamiento y Servicios de Alimentos     ,72,20, 151 ," 397,414 "," 2,626 "
Jayuya,73,Otros Servicios Excepto Adm. Pública     ,81,3, 3 ," 5,809 "," 2,178 "
Jayuya,73,Administración Pública                   ,92,11, 651 ," 2,916,563 "," 4,478 "
Jayuya,73,Otros (Establecimientos no Clasificados) ,99,0, -   , -   , -   
Juana Díaz,75,Total Municipio Tercer Trimestre 2021 ,,341," 6,450 "," 42,706,467 "," 6,621 "
Juana Díaz,75,"Agricultura, Bosque, Pesca y Caza        ",11,21, 386 ," 1,970,986 "," 5,111 "
Juana Díaz,75,Mineria                                  ,21,2, * , * , * 
Juana Díaz,75,"Electricidad, Agua y Gas                 ",22,2, * , * , * 
Juana Díaz,75,Construcción                             ,23,24, 168 ," 827,745 "," 4,937 "
Juana Díaz,75,Manufactura                              ,31-33,25, * , * , * 
Juana Díaz,75,Alimentos                                ,311,8, 141 ," 431,186 "," 3,058 "
Juana Díaz,75,Productos de Tabaco y Bebidas            ,312,1, * , * , * 
Juana Díaz,75,Textiles                                 ,313,0, -   , -   , -   
Juana Díaz,75,Productos Textiles Excepto Ropa          ,314,0, -   , -   , -   
Juana Díaz,75,Ropa                                     ,315,0, -   , -   , -   
Juana Díaz,75,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
Juana Díaz,75,Productos de Madera                      ,321,1, * , * , * 
Juana Díaz,75,Papel                                    ,322,0, -   , -   , -   
Juana Díaz,75,Imprenta e Industrias Relacionadas       ,323,2, * , * , * 
Juana Díaz,75,Productos de Petróleo y Carbón           ,324,0, -   , -   , -   
Juana Díaz,75,Productos Químicos                       ,325,0, -   , -   , -   
Juana Díaz,75,Productos de Goma y Plásticos            ,326,0, -   , -   , -   
Juana Díaz,75,Productos Minerales no Metálicos         ,327,3, 50 ," 331,044 "," 6,621 "
Juana Díaz,75,Industrias de Materiales Primarios       ,331,0, -   , -   , -   
Juana Díaz,75,Productos de Metal                       ,332,3, 6 ," 34,601 "," 5,767 "
Juana Díaz,75,Maquinaria                               ,333,0, -   , -   , -   
Juana Díaz,75,Computadora y Productos Electrónicos    ,334,1, * , * , * 
Juana Díaz,75,Equipo y Aparatos Eléctricos             ,335,0, -   , -   , -   
Juana Díaz,75,Equipo de Transportación                 ,336,0, -   , -   , -   
Juana Díaz,75,Muebles y Productos Relacionados         ,337,5, 119 ," 708,920 "," 5,957 "
Juana Díaz,75,Industrias Manufactureras Misceláneas    ,339,1, * , * , * 
Juana Díaz,75,Comercio al por Mayor                    ,42,11, 66 ," 499,025 "," 7,523 "
Juana Díaz,75,Comercio al Detal                        ,44-45,82," 1,072 "," 4,457,259 "," 4,158 "
Juana Díaz,75,Transportación y Almacenamiento           ,48-49,2, * , * , * 
Juana Díaz,75,Información                              ,51,1, * , * , * 
Juana Díaz,75,Finanzas y Seguros                       ,52,9, 106 ," 902,692 "," 8,516 "
Juana Díaz,75,"Bienes Raíces, Renta o Arrendamiento     ",53,11, 47 ," 238,123 "," 5,103 "
Juana Díaz,75,Servicios Profesionales y Técnicos       ,54,14, 226 ," 2,192,959 "," 9,689 "
Juana Díaz,75,Gerencia de Companías y Empresas         ,55,2, * , * , * 
Juana Díaz,75,Servicios Adm. y Desperdicios Sólidos    ,56,11, 89 ," 440,362 "," 4,929 "
Juana Díaz,75,Servicios Educativos                     ,61,3, 581 ," 3,792,179 "," 6,531 "
Juana Díaz,75,Servicios de Salud y Asistencia Social   ,62,52, 524 ," 2,947,773 "," 5,629 "
Juana Díaz,75,"Arte, Entretenimiento y Recreación       ",71,1, * , * , * 
Juana Díaz,75,Alojamiento y Servicios de Alimentos     ,72,32, 376 ," 1,288,180 "," 3,426 "
Juana Díaz,75,Otros Servicios Excepto Adm. Pública     ,81,21, 63 ," 211,187 "," 3,335 "
Juana Díaz,75,Administración Pública                   ,92,14, 648 ," 3,904,109 "," 6,025 "
Juana Díaz,75,Otros (Establecimientos no Clasificados) ,99,1, * , * , * 
Juncos,77,Total Municipio Tercer Trimestre 2021 ,,265," 7,953 "," 92,299,826 "," 11,605 "
Juncos,77,"Agricultura, Bosque, Pesca y Caza        ",11,7, 48 ," 203,247 "," 4,234 "
Juncos,77,Mineria                                  ,21,0, -   , -   , -   
Juncos,77,"Electricidad, Agua y Gas                 ",22,1, * , * , * 
Juncos,77,Construcción                             ,23,27, 328 ," 1,685,262 "," 5,133 "
Juncos,77,Manufactura                              ,31-33,11," 4,433 "," 73,137,471 "," 16,498 "
Juncos,77,Alimentos                                ,311,2, * , * , * 
Juncos,77,Productos de Tabaco y Bebidas            ,312,1, * , * , * 
Juncos,77,Textiles                                 ,313,0, -   , -   , -   
Juncos,77,Productos Textiles Excepto Ropa          ,314,0, -   , -   , -   
Juncos,77,Ropa                                     ,315,1, * , * , * 
Juncos,77,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
Juncos,77,Productos de Madera                      ,321,0, -   , -   , -   
Juncos,77,Papel                                    ,322,0, -   , -   , -   
Juncos,77,Imprenta e Industrias Relacionadas       ,323,1, * , * , * 
Juncos,77,Productos de Petróleo y Carbón           ,324,0, -   , -   , -   
Juncos,77,Productos Químicos                       ,325,3, * , * , * 
Juncos,77,Productos de Goma y Plásticos            ,326,0, -   , -   , -   
Juncos,77,Productos Minerales no Metálicos         ,327,0, -   , -   , -   
Juncos,77,Industrias de Materiales Primarios       ,331,1, * , * , * 
Juncos,77,Productos de Metal                       ,332,0, -   , -   , -   
Juncos,77,Maquinaria                               ,333,0, -   , -   , -   
Juncos,77,Computadora y Productos Electrónicos    ,334,1, * , * , * 
Juncos,77,Equipo y Aparatos Eléctricos             ,335,0, -   , -   , -   
Juncos,77,Equipo de Transportación                 ,336,0, -   , -   , -   
Juncos,77,Muebles y Productos Relacionados         ,337,0, -   , -   , -   
Juncos,77,Industrias Manufactureras Misceláneas    ,339,1, * , * , * 
Juncos,77,Comercio al por Mayor                    ,42,7, 50 ," 588,632 "," 11,773 "
Juncos,77,Comercio al Detal                        ,44-45,52, 728 ," 3,240,142 "," 4,449 "
Juncos,77,Transportación y Almacenamiento           ,48-49,3, 21 ," 186,557 "," 8,745 "
Juncos,77,Información                              ,51,2, * , * , * 
Juncos,77,Finanzas y Seguros                       ,52,7, 63 ," 480,503 "," 7,587 "
Juncos,77,"Bienes Raíces, Renta o Arrendamiento     ",53,12, 49 ," 188,026 "," 3,864 "
Juncos,77,Servicios Profesionales y Técnicos       ,54,18, 84 ," 982,890 "," 11,655 "
Juncos,77,Gerencia de Companías y Empresas         ,55,0, -   , -   , -   
Juncos,77,Servicios Adm. y Desperdicios Sólidos    ,56,9, 60 ," 328,198 "," 5,470 "
Juncos,77,Servicios Educativos                     ,61,1, 407 ," 2,849,193 "," 6,995 "
Juncos,77,Servicios de Salud y Asistencia Social   ,62,56, 510 ," 2,725,624 "," 5,341 "
Juncos,77,"Arte, Entretenimiento y Recreación       ",71,1, * , * , * 
Juncos,77,Alojamiento y Servicios de Alimentos     ,72,26, 344 ," 1,306,723 "," 3,799 "
Juncos,77,Otros Servicios Excepto Adm. Pública     ,81,12, 41 ," 215,585 "," 5,301 "
Juncos,77,Administración Pública                   ,92,11, 762 ," 3,998,438 "," 5,247 "
Juncos,77,Otros (Establecimientos no Clasificados) ,99,2, * , * , * 
Lajas,79,Total Municipio Tercer Trimestre 2021 ,,228," 3,265 "," 15,039,969 "," 4,607 "
Lajas,79,"Agricultura, Bosque, Pesca y Caza        ",11,41, 195 ," 664,507 "," 3,402 "
Lajas,79,Mineria                                  ,21,0, -   , -   , -   
Lajas,79,"Electricidad, Agua y Gas                 ",22,1, * , * , * 
Lajas,79,Construcción                             ,23,12, 126 ," 627,078 "," 4,990 "
Lajas,79,Manufactura                              ,31-33,10, 889 ," 3,702,417 "," 4,165 "
Lajas,79,Alimentos                                ,311,6, 51 ," 114,962 "," 2,269 "
Lajas,79,Productos de Tabaco y Bebidas            ,312,1, * , * , * 
Lajas,79,Textiles                                 ,313,0, -   , -   , -   
Lajas,79,Productos Textiles Excepto Ropa          ,314,0, -   , -   , -   
Lajas,79,Ropa                                     ,315,1, * , * , * 
Lajas,79,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
Lajas,79,Productos de Madera                      ,321,0, -   , -   , -   
Lajas,79,Papel                                    ,322,0, -   , -   , -   
Lajas,79,Imprenta e Industrias Relacionadas       ,323,1, * , * , * 
Lajas,79,Productos de Petróleo y Carbón           ,324,0, -   , -   , -   
Lajas,79,Productos Químicos                       ,325,0, -   , -   , -   
Lajas,79,Productos de Goma y Plásticos            ,326,0, -   , -   , -   
Lajas,79,Productos Minerales no Metálicos         ,327,0, -   , -   , -   
Lajas,79,Industrias de Materiales Primarios       ,331,0, -   , -   , -   
Lajas,79,Productos de Metal                       ,332,0, -   , -   , -   
Lajas,79,Maquinaria                               ,333,0, -   , -   , -   
Lajas,79,Computadora y Productos Electrónicos    ,334,0, -   , -   , -   
Lajas,79,Equipo y Aparatos Eléctricos             ,335,0, -   , -   , -   
Lajas,79,Equipo de Transportación                 ,336,0, -   , -   , -   
Lajas,79,Muebles y Productos Relacionados         ,337,0, -   , -   , -   
Lajas,79,Industrias Manufactureras Misceláneas    ,339,1, * , * , * 
Lajas,79,Comercio al por Mayor                    ,42,4, 31 ," 161,024 "," 5,251 "
Lajas,79,Comercio al Detal                        ,44-45,47, 451 ," 1,756,018 "," 3,891 "
Lajas,79,Transportación y Almacenamiento           ,48-49,9, 29 ," 235,888 "," 8,042 "
Lajas,79,Información                              ,51,0, -   , -   , -   
Lajas,79,Finanzas y Seguros                       ,52,2, * , * , * 
Lajas,79,"Bienes Raíces, Renta o Arrendamiento     ",53,5, 21 ," 59,579 "," 2,837 "
Lajas,79,Servicios Profesionales y Técnicos       ,54,9, 52 ," 454,120 "," 8,789 "
Lajas,79,Gerencia de Companías y Empresas         ,55,1, * , * , * 
Lajas,79,Servicios Adm. y Desperdicios Sólidos    ,56,4, 33 ," 159,124 "," 4,822 "
Lajas,79,Servicios Educativos                     ,61,1, 308 ," 2,016,091 "," 6,553 "
Lajas,79,Servicios de Salud y Asistencia Social   ,62,27, 211 ," 1,225,755 "," 5,809 "
Lajas,79,"Arte, Entretenimiento y Recreación       ",71,4, 15 ," 58,121 "," 3,791 "
Lajas,79,Alojamiento y Servicios de Alimentos     ,72,27, 374 ," 989,933 "," 2,649 "
Lajas,79,Otros Servicios Excepto Adm. Pública     ,81,14, 20 ," 87,392 "," 4,370 "
Lajas,79,Administración Pública                   ,92,10, 435 ," 2,412,709 "," 5,542 "
Lajas,79,Otros (Establecimientos no Clasificados) ,99,0, -   , -   , -   
Lares,81,Total Municipio Tercer Trimestre 2021 ,,289," 4,002 "," 20,134,005 "," 5,031 "
Lares,81,"Agricultura, Bosque, Pesca y Caza        ",11,93, 623 ," 1,729,003 "," 2,775 "
Lares,81,Mineria                                  ,21,0, -   , -   , -   
Lares,81,"Electricidad, Agua y Gas                 ",22,1, * , * , * 
Lares,81,Construcción                             ,23,8, 157 ," 897,432 "," 5,716 "
Lares,81,Manufactura                              ,31-33,17, 613 ," 2,757,869 "," 4,501 "
Lares,81,Alimentos                                ,311,15, 97 ," 312,333 "," 3,220 "
Lares,81,Productos de Tabaco y Bebidas            ,312,0, -   , -   , -   
Lares,81,Textiles                                 ,313,0, -   , -   , -   
Lares,81,Productos Textiles Excepto Ropa          ,314,0, -   , -   , -   
Lares,81,Ropa                                     ,315,1, * , * , * 
Lares,81,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
Lares,81,Productos de Madera                      ,321,0, -   , -   , -   
Lares,81,Papel                                    ,322,0, -   , -   , -   
Lares,81,Imprenta e Industrias Relacionadas       ,323,1, * , * , * 
Lares,81,Productos de Petróleo y Carbón           ,324,0, -   , -   , -   
Lares,81,Productos Químicos                       ,325,0, -   , -   , -   
Lares,81,Productos de Goma y Plásticos            ,326,0, -   , -   , -   
Lares,81,Productos Minerales no Metálicos         ,327,0, -   , -   , -   
Lares,81,Industrias de Materiales Primarios       ,331,0, -   , -   , -   
Lares,81,Productos de Metal                       ,332,0, -   , -   , -   
Lares,81,Maquinaria                               ,333,0, -   , -   , -   
Lares,81,Computadora y Productos Electrónicos    ,334,0, -   , -   , -   
Lares,81,Equipo y Aparatos Eléctricos             ,335,0, -   , -   , -   
Lares,81,Equipo de Transportación                 ,336,0, -   , -   , -   
Lares,81,Muebles y Productos Relacionados         ,337,0, -   , -   , -   
Lares,81,Industrias Manufactureras Misceláneas    ,339,0, -   , -   , -   
Lares,81,Comercio al por Mayor                    ,42,5, 52 ," 123,939 "," 2,399 "
Lares,81,Comercio al Detal                        ,44-45,56, 582 ," 2,278,933 "," 3,918 "
Lares,81,Transportación y Almacenamiento           ,48-49,4, 24 ," 210,216 "," 8,759 "
Lares,81,Información                              ,51,1, * , * , * 
Lares,81,Finanzas y Seguros                       ,52,5, 93 ," 705,268 "," 7,584 "
Lares,81,"Bienes Raíces, Renta o Arrendamiento     ",53,5, 58 ," 288,637 "," 4,977 "
Lares,81,Servicios Profesionales y Técnicos       ,54,13, 26 ," 98,291 "," 3,733 "
Lares,81,Gerencia de Companías y Empresas         ,55,0, -   , -   , -   
Lares,81,Servicios Adm. y Desperdicios Sólidos    ,56,5, * , * , * 
Lares,81,Servicios Educativos                     ,61,2, 425 ," 2,863,908 "," 6,733 "
Lares,81,Servicios de Salud y Asistencia Social   ,62,38, 757 ," 5,410,657 "," 7,151 "
Lares,81,"Arte, Entretenimiento y Recreación       ",71,1, * , * , * 
Lares,81,Alojamiento y Servicios de Alimentos     ,72,17, 124 ," 359,806 "," 2,909 "
Lares,81,Otros Servicios Excepto Adm. Pública     ,81,7, 26 ," 96,439 "," 3,757 "
Lares,81,Administración Pública                   ,92,11, 381 ," 1,931,170 "," 5,064 "
Lares,81,Otros (Establecimientos no Clasificados) ,99,0, -   , -   , -   
Las Marías,83,Total Municipio Tercer Trimestre 2021 ,,88," 1,137 "," 4,722,139 "," 4,152 "
Las Marías,83,"Agricultura, Bosque, Pesca y Caza        ",11,23, 63 ," 115,690 "," 1,827 "
Las Marías,83,Mineria                                  ,21,0, -   , -   , -   
Las Marías,83,"Electricidad, Agua y Gas                 ",22,1, * , * , * 
Las Marías,83,Construcción                             ,23,3, 16 ," 39,039 "," 2,440 "
Las Marías,83,Manufactura                              ,31-33,5, * , * , * 
Las Marías,83,Alimentos                                ,311,3, 16 ," 47,976 "," 2,999 "
Las Marías,83,Productos de Tabaco y Bebidas            ,312,0, -   , -   , -   
Las Marías,83,Textiles                                 ,313,0, -   , -   , -   
Las Marías,83,Productos Textiles Excepto Ropa          ,314,0, -   , -   , -   
Las Marías,83,Ropa                                     ,315,1, * , * , * 
Las Marías,83,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
Las Marías,83,Productos de Madera                      ,321,0, -   , -   , -   
Las Marías,83,Papel                                    ,322,0, -   , -   , -   
Las Marías,83,Imprenta e Industrias Relacionadas       ,323,0, -   , -   , -   
Las Marías,83,Productos de Petróleo y Carbón           ,324,0, -   , -   , -   
Las Marías,83,Productos Químicos                       ,325,1, * , * , * 
Las Marías,83,Productos de Goma y Plásticos            ,326,0, -   , -   , -   
Las Marías,83,Productos Minerales no Metálicos         ,327,0, -   , -   , -   
Las Marías,83,Industrias de Materiales Primarios       ,331,0, -   , -   , -   
Las Marías,83,Productos de Metal                       ,332,0, -   , -   , -   
Las Marías,83,Maquinaria                               ,333,0, -   , -   , -   
Las Marías,83,Computadora y Productos Electrónicos    ,334,0, -   , -   , -   
Las Marías,83,Equipo y Aparatos Eléctricos             ,335,0, -   , -   , -   
Las Marías,83,Equipo de Transportación                 ,336,0, -   , -   , -   
Las Marías,83,Muebles y Productos Relacionados         ,337,0, -   , -   , -   
Las Marías,83,Industrias Manufactureras Misceláneas    ,339,0, -   , -   , -   
Las Marías,83,Comercio al por Mayor                    ,42,0, -   , -   , -   
Las Marías,83,Comercio al Detal                        ,44-45,17, 85 ," 287,638 "," 3,384 "
Las Marías,83,Transportación y Almacenamiento           ,48-49,5, 28 ," 142,777 "," 5,039 "
Las Marías,83,Información                              ,51,0, -   , -   , -   
Las Marías,83,Finanzas y Seguros                       ,52,1, * , * , * 
Las Marías,83,"Bienes Raíces, Renta o Arrendamiento     ",53,3, * , * , * 
Las Marías,83,Servicios Profesionales y Técnicos       ,54,1, * , * , * 
Las Marías,83,Gerencia de Companías y Empresas         ,55,0, -   , -   , -   
Las Marías,83,Servicios Adm. y Desperdicios Sólidos    ,56,2, * , * , * 
Las Marías,83,Servicios Educativos                     ,61,2, 172 ," 1,174,348 "," 6,814 "
Las Marías,83,Servicios de Salud y Asistencia Social   ,62,11, 115 ," 720,564 "," 6,266 "
Las Marías,83,"Arte, Entretenimiento y Recreación       ",71,0, -   , -   , -   
Las Marías,83,Alojamiento y Servicios de Alimentos     ,72,4, 16 ," 36,431 "," 2,277 "
Las Marías,83,Otros Servicios Excepto Adm. Pública     ,81,1, * , * , * 
Las Marías,83,Administración Pública                   ,92,9, 384 ," 1,361,162 "," 3,542 "
Las Marías,83,Otros (Establecimientos no Clasificados) ,99,0, -   , -   , -   
Las Piedras,85,Total Municipio Tercer Trimestre 2021 ,,289," 6,584 "," 49,534,620 "," 7,523 "
Las Piedras,85,"Agricultura, Bosque, Pesca y Caza        ",11,15, 88 ," 343,431 "," 3,903 "
Las Piedras,85,Mineria                                  ,21,0, -   , -   , -   
Las Piedras,85,"Electricidad, Agua y Gas                 ",22,0, -   , -   , -   
Las Piedras,85,Construcción                             ,23,20, 425 ," 2,585,008 "," 6,078 "
Las Piedras,85,Manufactura                              ,31-33,15," 1,811 "," 25,986,010 "," 14,352 "
Las Piedras,85,Alimentos                                ,311,4, * , * , * 
Las Piedras,85,Productos de Tabaco y Bebidas            ,312,0, -   , -   , -   
Las Piedras,85,Textiles                                 ,313,0, -   , -   , -   
Las Piedras,85,Productos Textiles Excepto Ropa          ,314,0, -   , -   , -   
Las Piedras,85,Ropa                                     ,315,0, -   , -   , -   
Las Piedras,85,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
Las Piedras,85,Productos de Madera                      ,321,0, -   , -   , -   
Las Piedras,85,Papel                                    ,322,0, -   , -   , -   
Las Piedras,85,Imprenta e Industrias Relacionadas       ,323,2, * , * , * 
Las Piedras,85,Productos de Petróleo y Carbón           ,324,0, -   , -   , -   
Las Piedras,85,Productos Químicos                       ,325,3, * , * , * 
Las Piedras,85,Productos de Goma y Plásticos            ,326,0, -   , -   , -   
Las Piedras,85,Productos Minerales no Metálicos         ,327,0, -   , -   , -   
Las Piedras,85,Industrias de Materiales Primarios       ,331,0, -   , -   , -   
Las Piedras,85,Productos de Metal                       ,332,3, 18 ," 217,071 "," 12,060 "
Las Piedras,85,Maquinaria                               ,333,0, -   , -   , -   
Las Piedras,85,Computadora y Productos Electrónicos    ,334,0, -   , -   , -   
Las Piedras,85,Equipo y Aparatos Eléctricos             ,335,1, * , * , * 
Las Piedras,85,Equipo de Transportación                 ,336,0, -   , -   , -   
Las Piedras,85,Muebles y Productos Relacionados         ,337,0, -   , -   , -   
Las Piedras,85,Industrias Manufactureras Misceláneas    ,339,2, * , * , * 
Las Piedras,85,Comercio al por Mayor                    ,42,11, 63 ," 409,632 "," 6,537 "
Las Piedras,85,Comercio al Detal                        ,44-45,55, 612 ," 3,020,643 "," 4,933 "
Las Piedras,85,Transportación y Almacenamiento           ,48-49,5, 30 ," 285,590 "," 9,415 "
Las Piedras,85,Información                              ,51,3, 59 ," 250,344 "," 4,267 "
Las Piedras,85,Finanzas y Seguros                       ,52,7, 104 ," 801,168 "," 7,704 "
Las Piedras,85,"Bienes Raíces, Renta o Arrendamiento     ",53,7, * , * , * 
Las Piedras,85,Servicios Profesionales y Técnicos       ,54,20, 63 ," 527,441 "," 8,328 "
Las Piedras,85,Gerencia de Companías y Empresas         ,55,0, -   , -   , -   
Las Piedras,85,Servicios Adm. y Desperdicios Sólidos    ,56,5, * , * , * 
Las Piedras,85,Servicios Educativos                     ,61,9, 444 ," 2,663,725 "," 5,999 "
Las Piedras,85,Servicios de Salud y Asistencia Social   ,62,47, 318 ," 2,080,447 "," 6,535 "
Las Piedras,85,"Arte, Entretenimiento y Recreación       ",71,2, * , * , * 
Las Piedras,85,Alojamiento y Servicios de Alimentos     ,72,36, 371 ," 1,385,974 "," 3,739 "
Las Piedras,85,Otros Servicios Excepto Adm. Pública     ,81,23, 114 ," 510,876 "," 4,481 "
Las Piedras,85,Administración Pública                   ,92,8, 454 ," 2,084,992 "," 4,589 "
Las Piedras,85,Otros (Establecimientos no Clasificados) ,99,1, * , * , * 
Loíza,87,Total Municipio Tercer Trimestre 2021 ,,92," 1,676 "," 8,849,397 "," 5,281 "
Loíza,87,"Agricultura, Bosque, Pesca y Caza        ",11,2, * , * , * 
Loíza,87,Mineria                                  ,21,0, -   , -   , -   
Loíza,87,"Electricidad, Agua y Gas                 ",22,0, -   , -   , -   
Loíza,87,Construcción                             ,23,0, -   , -   , -   
Loíza,87,Manufactura                              ,31-33,3, 86 ," 472,720 "," 5,497 "
Loíza,87,Alimentos                                ,311,0, -   , -   , -   
Loíza,87,Productos de Tabaco y Bebidas            ,312,0, -   , -   , -   
Loíza,87,Textiles                                 ,313,0, -   , -   , -   
Loíza,87,Productos Textiles Excepto Ropa          ,314,0, -   , -   , -   
Loíza,87,Ropa                                     ,315,0, -   , -   , -   
Loíza,87,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
Loíza,87,Productos de Madera                      ,321,0, -   , -   , -   
Loíza,87,Papel                                    ,322,1, * , * , * 
Loíza,87,Imprenta e Industrias Relacionadas       ,323,0, -   , -   , -   
Loíza,87,Productos de Petróleo y Carbón           ,324,0, -   , -   , -   
Loíza,87,Productos Químicos                       ,325,2, * , * , * 
Loíza,87,Productos de Goma y Plásticos            ,326,0, -   , -   , -   
Loíza,87,Productos Minerales no Metálicos         ,327,0, -   , -   , -   
Loíza,87,Industrias de Materiales Primarios       ,331,0, -   , -   , -   
Loíza,87,Productos de Metal                       ,332,0, -   , -   , -   
Loíza,87,Maquinaria                               ,333,0, -   , -   , -   
Loíza,87,Computadora y Productos Electrónicos    ,334,0, -   , -   , -   
Loíza,87,Equipo y Aparatos Eléctricos             ,335,0, -   , -   , -   
Loíza,87,Equipo de Transportación                 ,336,0, -   , -   , -   
Loíza,87,Muebles y Productos Relacionados         ,337,0, -   , -   , -   
Loíza,87,Industrias Manufactureras Misceláneas    ,339,0, -   , -   , -   
Loíza,87,Comercio al por Mayor                    ,42,0, -   , -   , -   
