MUNICIPIO,CTY,INDUSTRIA,NAICS,UNIDADES, EMPLEO PROMEDIO , SALRIO Total Municipio Primer Trimestre 2021 , Promedio 
Humacao,69,Servicios Educativos                     ,61,16," 1,828 "," 12,065,435 "," 6,599 "
Humacao,69,Servicios de Salud y Asistencia Social   ,62,161," 2,228 "," 14,001,999 "," 6,285 "
Humacao,69,"Arte, Entretenimiento y Recreación       ",71,7, 105 ," 508,613 "," 4,829 "
Humacao,69,Alojamiento y Servicios de Alimentos     ,72,69, 989 ," 3,305,989 "," 3,343 "
Humacao,69,Otros Servicios Excepto Adm. Pública     ,81,38, 180 ," 987,247 "," 5,475 "
Humacao,69,Administración Pública                   ,92,32," 2,266 "," 14,485,085 "," 6,391 "
Humacao,69,Otros (Establecimientos no Clasificados) ,99,1, * , * , * 
Isabela,71,Total Municipio Primer Trimestre 2021 ,,458," 5,672 "," 31,368,936 "," 5,530 "
Isabela,71,"Agricultura, Bosque, Pesca y Caza        ",11,21, 83 ," 269,086 "," 3,229 "
Isabela,71,Mineria                                  ,21,0, -   , -   , -   
Isabela,71,"Electricidad, Agua y Gas                 ",22,4, 104 ," 934,190 "," 9,011 "
Isabela,71,Construcción                             ,23,20, 273 ," 1,301,853 "," 4,763 "
Isabela,71,Manufactura                              ,31-33,22, 173 ," 610,748 "," 3,537 "
Isabela,71,Alimentos                                ,311,11, 100 ," 286,512 "," 2,865 "
Isabela,71,Productos de Tabaco y Bebidas            ,312,1, * , * , * 
Isabela,71,Textiles                                 ,313,0, -   , -   , -   
Isabela,71,Productos Textiles Excepto Ropa          ,314,0, -   , -   , -   
Isabela,71,Ropa                                     ,315,0, -   , -   , -   
Isabela,71,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
Isabela,71,Productos de Madera                      ,321,0, -   , -   , -   
Isabela,71,Papel                                    ,322,0, -   , -   , -   
Isabela,71,Imprenta e Industrias Relacionadas       ,323,4, 26 ," 124,017 "," 4,832 "
Isabela,71,Productos de Petróleo y Carbón           ,324,0, -   , -   , -   
Isabela,71,Productos Químicos                       ,325,0, -   , -   , -   
Isabela,71,Productos de Goma y Plásticos            ,326,0, -   , -   , -   
Isabela,71,Productos Minerales no Metálicos         ,327,2, * , * , * 
Isabela,71,Industrias de Materiales Primarios       ,331,0, -   , -   , -   
Isabela,71,Productos de Metal                       ,332,3, 4 ," 12,493 "," 3,123 "
Isabela,71,Maquinaria                               ,333,0, -   , -   , -   
Isabela,71,Computadora y Productos Electrónicos    ,334,0, -   , -   , -   
Isabela,71,Equipo y Aparatos Eléctricos             ,335,0, -   , -   , -   
Isabela,71,Equipo de Transportación                 ,336,0, -   , -   , -   
Isabela,71,Muebles y Productos Relacionados         ,337,0, -   , -   , -   
Isabela,71,Industrias Manufactureras Misceláneas    ,339,1, * , * , * 
Isabela,71,Comercio al por Mayor                    ,42,18, 69 ," 384,791 "," 5,577 "
Isabela,71,Comercio al Detal                        ,44-45,101," 1,518 "," 7,455,069 "," 4,911 "
Isabela,71,Transportación y Almacenamiento           ,48-49,4, * , * , * 
Isabela,71,Información                              ,51,2, * , * , * 
Isabela,71,Finanzas y Seguros                       ,52,13, 165 ," 1,419,102 "," 8,601 "
Isabela,71,"Bienes Raíces, Renta o Arrendamiento     ",53,6, 8 ," 40,488 "," 5,061 "
Isabela,71,Servicios Profesionales y Técnicos       ,54,38, 548 ," 5,146,274 "," 9,391 "
Isabela,71,Gerencia de Companías y Empresas         ,55,0, -   , -   , -   
Isabela,71,Servicios Adm. y Desperdicios Sólidos    ,56,11, 115 ," 1,056,119 "," 9,184 "
Isabela,71,Servicios Educativos                     ,61,9, 561 ," 3,569,435 "," 6,359 "
Isabela,71,Servicios de Salud y Asistencia Social   ,62,83, 522 ," 2,854,947 "," 5,469 "
Isabela,71,"Arte, Entretenimiento y Recreación       ",71,4, 21 ," 37,011 "," 1,735 "
Isabela,71,Alojamiento y Servicios de Alimentos     ,72,64, 713 ," 1,982,048 "," 2,779 "
Isabela,71,Otros Servicios Excepto Adm. Pública     ,81,25, 61 ," 226,025 "," 3,726 "
Isabela,71,Administración Pública                   ,92,13, 687 ," 3,215,825 "," 4,681 "
Isabela,71,Otros (Establecimientos no Clasificados) ,99,0, -   , -   , -   
Jayuya,73,Total Municipio Primer Trimestre 2021 ,,158," 2,726 "," 17,535,709 "," 6,434 "
Jayuya,73,"Agricultura, Bosque, Pesca y Caza        ",11,38, 138 ," 273,451 "," 1,977 "
Jayuya,73,Mineria                                  ,21,0, -   , -   , -   
Jayuya,73,"Electricidad, Agua y Gas                 ",22,1, * , * , * 
Jayuya,73,Construcción                             ,23,9, 105 ," 464,351 "," 4,436 "
Jayuya,73,Manufactura                              ,31-33,7, * , * , * 
Jayuya,73,Alimentos                                ,311,3, 43 ," 131,776 "," 3,089 "
Jayuya,73,Productos de Tabaco y Bebidas            ,312,1, * , * , * 
Jayuya,73,Textiles                                 ,313,0, -   , -   , -   
Jayuya,73,Productos Textiles Excepto Ropa          ,314,0, -   , -   , -   
Jayuya,73,Ropa                                     ,315,0, -   , -   , -   
Jayuya,73,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
Jayuya,73,Productos de Madera                      ,321,0, -   , -   , -   
Jayuya,73,Papel                                    ,322,0, -   , -   , -   
Jayuya,73,Imprenta e Industrias Relacionadas       ,323,0, -   , -   , -   
Jayuya,73,Productos de Petróleo y Carbón           ,324,0, -   , -   , -   
Jayuya,73,Productos Químicos                       ,325,2, * , * , * 
Jayuya,73,Productos de Goma y Plásticos            ,326,0, -   , -   , -   
Jayuya,73,Productos Minerales no Metálicos         ,327,0, -   , -   , -   
Jayuya,73,Industrias de Materiales Primarios       ,331,0, -   , -   , -   
Jayuya,73,Productos de Metal                       ,332,0, -   , -   , -   
Jayuya,73,Maquinaria                               ,333,1, * , * , * 
Jayuya,73,Computadora y Productos Electrónicos    ,334,0, -   , -   , -   
Jayuya,73,Equipo y Aparatos Eléctricos             ,335,0, -   , -   , -   
Jayuya,73,Equipo de Transportación                 ,336,0, -   , -   , -   
Jayuya,73,Muebles y Productos Relacionados         ,337,0, -   , -   , -   
Jayuya,73,Industrias Manufactureras Misceláneas    ,339,0, -   , -   , -   
Jayuya,73,Comercio al por Mayor                    ,42,1, * , * , * 
Jayuya,73,Comercio al Detal                        ,44-45,33, 303 ," 1,145,777 "," 3,786 "
Jayuya,73,Transportación y Almacenamiento           ,48-49,5, 11 ," 106,364 "," 9,669 "
Jayuya,73,Información                              ,51,0, -   , -   , -   
Jayuya,73,Finanzas y Seguros                       ,52,3, 29 ," 184,634 "," 6,367 "
Jayuya,73,"Bienes Raíces, Renta o Arrendamiento     ",53,3, 10 ," 42,144 "," 4,360 "
Jayuya,73,Servicios Profesionales y Técnicos       ,54,4, 14 ," 45,212 "," 3,308 "
Jayuya,73,Gerencia de Companías y Empresas         ,55,0, -   , -   , -   
Jayuya,73,Servicios Adm. y Desperdicios Sólidos    ,56,1, * , * , * 
Jayuya,73,Servicios Educativos                     ,61,1, 317 ," 2,077,628 "," 6,547 "
Jayuya,73,Servicios de Salud y Asistencia Social   ,62,14, 89 ," 436,585 "," 4,905 "
Jayuya,73,"Arte, Entretenimiento y Recreación       ",71,1, * , * , * 
Jayuya,73,Alojamiento y Servicios de Alimentos     ,72,21, 142 ," 353,228 "," 2,493 "
Jayuya,73,Otros Servicios Excepto Adm. Pública     ,81,3, 8 ," 19,028 "," 2,379 "
Jayuya,73,Administración Pública                   ,92,12, 666 ," 3,176,284 "," 4,769 "
Jayuya,73,Otros (Establecimientos no Clasificados) ,99,1, * , * , * 
Juana Díaz,75,Total Municipio Primer Trimestre 2021 ,,328," 6,265 "," 42,891,382 "," 6,846 "
Juana Díaz,75,"Agricultura, Bosque, Pesca y Caza        ",11,17, 420 ," 1,692,622 "," 4,033 "
Juana Díaz,75,Mineria                                  ,21,2, * , * , * 
Juana Díaz,75,"Electricidad, Agua y Gas                 ",22,2, * , * , * 
Juana Díaz,75,Construcción                             ,23,26, 157 ," 645,552 "," 4,121 "
Juana Díaz,75,Manufactura                              ,31-33,23, * , * , * 
Juana Díaz,75,Alimentos                                ,311,9, 128 ," 395,772 "," 3,100 "
Juana Díaz,75,Productos de Tabaco y Bebidas            ,312,0, -   , -   , -   
Juana Díaz,75,Textiles                                 ,313,0, -   , -   , -   
Juana Díaz,75,Productos Textiles Excepto Ropa          ,314,0, -   , -   , -   
Juana Díaz,75,Ropa                                     ,315,0, -   , -   , -   
Juana Díaz,75,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
Juana Díaz,75,Productos de Madera                      ,321,1, * , * , * 
Juana Díaz,75,Papel                                    ,322,0, -   , -   , -   
Juana Díaz,75,Imprenta e Industrias Relacionadas       ,323,1, * , * , * 
Juana Díaz,75,Productos de Petróleo y Carbón           ,324,0, -   , -   , -   
Juana Díaz,75,Productos Químicos                       ,325,0, -   , -   , -   
Juana Díaz,75,Productos de Goma y Plásticos            ,326,0, -   , -   , -   
Juana Díaz,75,Productos Minerales no Metálicos         ,327,3, 52 ," 262,606 "," 5,050 "
Juana Díaz,75,Industrias de Materiales Primarios       ,331,0, -   , -   , -   
Juana Díaz,75,Productos de Metal                       ,332,2, * , * , * 
Juana Díaz,75,Maquinaria                               ,333,0, -   , -   , -   
Juana Díaz,75,Computadora y Productos Electrónicos    ,334,1, * , * , * 
Juana Díaz,75,Equipo y Aparatos Eléctricos             ,335,0, -   , -   , -   
Juana Díaz,75,Equipo de Transportación                 ,336,0, -   , -   , -   
Juana Díaz,75,Muebles y Productos Relacionados         ,337,5, 122 ," 648,669 "," 5,317 "
Juana Díaz,75,Industrias Manufactureras Misceláneas    ,339,1, * , * , * 
Juana Díaz,75,Comercio al por Mayor                    ,42,13, 63 ," 331,612 "," 5,292 "
Juana Díaz,75,Comercio al Detal                        ,44-45,77, 972 ," 3,742,080 "," 3,849 "
Juana Díaz,75,Transportación y Almacenamiento           ,48-49,1, * , * , * 
Juana Díaz,75,Información                              ,51,1, * , * , * 
Juana Díaz,75,Finanzas y Seguros                       ,52,9, 99 ," 757,131 "," 7,648 "
Juana Díaz,75,"Bienes Raíces, Renta o Arrendamiento     ",53,10, 44 ," 217,006 "," 4,895 "
Juana Díaz,75,Servicios Profesionales y Técnicos       ,54,12, 191 ," 1,766,602 "," 9,249 "
Juana Díaz,75,Gerencia de Companías y Empresas         ,55,2, * , * , * 
Juana Díaz,75,Servicios Adm. y Desperdicios Sólidos    ,56,10, 71 ," 344,715 "," 4,832 "
Juana Díaz,75,Servicios Educativos                     ,61,4, 577 ," 3,849,832 "," 6,668 "
Juana Díaz,75,Servicios de Salud y Asistencia Social   ,62,49, 489 ," 2,652,393 "," 5,428 "
Juana Díaz,75,"Arte, Entretenimiento y Recreación       ",71,2, * , * , * 
Juana Díaz,75,Alojamiento y Servicios de Alimentos     ,72,33, 365 ," 1,054,187 "," 2,888 "
Juana Díaz,75,Otros Servicios Excepto Adm. Pública     ,81,20, 68 ," 183,237 "," 2,708 "
Juana Díaz,75,Administración Pública                   ,92,15, 638 ," 3,680,705 "," 5,772 "
Juana Díaz,75,Otros (Establecimientos no Clasificados) ,99,0, -   , -   , -   
Juncos,77,Total Municipio Primer Trimestre 2021 ,,263," 7,440 "," 118,538,272 "," 15,932 "
Juncos,77,"Agricultura, Bosque, Pesca y Caza        ",11,7, 46 ," 185,998 "," 4,043 "
Juncos,77,Mineria                                  ,21,0, -   , -   , -   
Juncos,77,"Electricidad, Agua y Gas                 ",22,2, * , * , * 
Juncos,77,Construcción                             ,23,26, 259 ," 1,209,589 "," 4,664 "
Juncos,77,Manufactura                              ,31-33,13," 4,060 "," 99,347,471 "," 24,470 "
Juncos,77,Alimentos                                ,311,4, 11 ," 18,231 "," 1,657 "
Juncos,77,Productos de Tabaco y Bebidas            ,312,1, * , * , * 
Juncos,77,Textiles                                 ,313,0, -   , -   , -   
Juncos,77,Productos Textiles Excepto Ropa          ,314,0, -   , -   , -   
Juncos,77,Ropa                                     ,315,1, * , * , * 
Juncos,77,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
Juncos,77,Productos de Madera                      ,321,0, -   , -   , -   
Juncos,77,Papel                                    ,322,0, -   , -   , -   
Juncos,77,Imprenta e Industrias Relacionadas       ,323,1, * , * , * 
Juncos,77,Productos de Petróleo y Carbón           ,324,0, -   , -   , -   
Juncos,77,Productos Químicos                       ,325,3, * , * , * 
Juncos,77,Productos de Goma y Plásticos            ,326,0, -   , -   , -   
Juncos,77,Productos Minerales no Metálicos         ,327,0, -   , -   , -   
Juncos,77,Industrias de Materiales Primarios       ,331,1, * , * , * 
Juncos,77,Productos de Metal                       ,332,0, -   , -   , -   
Juncos,77,Maquinaria                               ,333,0, -   , -   , -   
Juncos,77,Computadora y Productos Electrónicos    ,334,1, * , * , * 
Juncos,77,Equipo y Aparatos Eléctricos             ,335,0, -   , -   , -   
Juncos,77,Equipo de Transportación                 ,336,0, -   , -   , -   
Juncos,77,Muebles y Productos Relacionados         ,337,0, -   , -   , -   
Juncos,77,Industrias Manufactureras Misceláneas    ,339,1, * , * , * 
Juncos,77,Comercio al por Mayor                    ,42,6, 51 ," 738,358 "," 14,478 "
Juncos,77,Comercio al Detal                        ,44-45,54, 659 ," 2,766,065 "," 4,195 "
Juncos,77,Transportación y Almacenamiento           ,48-49,3, * , * , * 
Juncos,77,Información                              ,51,2, * , * , * 
Juncos,77,Finanzas y Seguros                       ,52,7, 63 ," 432,078 "," 6,895 "
Juncos,77,"Bienes Raíces, Renta o Arrendamiento     ",53,10, 49 ," 183,420 "," 3,718 "
Juncos,77,Servicios Profesionales y Técnicos       ,54,18, 78 ," 2,315,092 "," 29,808 "
Juncos,77,Gerencia de Companías y Empresas         ,55,0, -   , -   , -   
Juncos,77,Servicios Adm. y Desperdicios Sólidos    ,56,10, 80 ," 420,694 "," 5,237 "
Juncos,77,Servicios Educativos                     ,61,1, 438 ," 3,052,753 "," 6,975 "
Juncos,77,Servicios de Salud y Asistencia Social   ,62,57, 466 ," 2,288,164 "," 4,910 "
Juncos,77,"Arte, Entretenimiento y Recreación       ",71,2, * , * , * 
Juncos,77,Alojamiento y Servicios de Alimentos     ,72,24, 335 ," 1,108,409 "," 3,309 "
Juncos,77,Otros Servicios Excepto Adm. Pública     ,81,10, 38 ," 211,441 "," 5,613 "
Juncos,77,Administración Pública                   ,92,11, 779 ," 3,921,182 "," 5,031 "
Juncos,77,Otros (Establecimientos no Clasificados) ,99,0, -   , -   , -   
Lajas,79,Total Municipio Primer Trimestre 2021 ,,227," 3,210 "," 13,681,816 "," 4,262 "
Lajas,79,"Agricultura, Bosque, Pesca y Caza        ",11,41, 191 ," 646,227 "," 3,389 "
Lajas,79,Mineria                                  ,21,0, -   , -   , -   
Lajas,79,"Electricidad, Agua y Gas                 ",22,1, * , * , * 
Lajas,79,Construcción                             ,23,10, 126 ," 606,382 "," 4,825 "
Lajas,79,Manufactura                              ,31-33,12, 891 ," 3,139,108 "," 3,522 "
Lajas,79,Alimentos                                ,311,7, 57 ," 98,448 "," 1,737 "
Lajas,79,Productos de Tabaco y Bebidas            ,312,1, * , * , * 
Lajas,79,Textiles                                 ,313,0, -   , -   , -   
Lajas,79,Productos Textiles Excepto Ropa          ,314,0, -   , -   , -   
Lajas,79,Ropa                                     ,315,1, * , * , * 
Lajas,79,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
Lajas,79,Productos de Madera                      ,321,0, -   , -   , -   
Lajas,79,Papel                                    ,322,0, -   , -   , -   
Lajas,79,Imprenta e Industrias Relacionadas       ,323,1, * , * , * 
Lajas,79,Productos de Petróleo y Carbón           ,324,0, -   , -   , -   
Lajas,79,Productos Químicos                       ,325,0, -   , -   , -   
Lajas,79,Productos de Goma y Plásticos            ,326,0, -   , -   , -   
Lajas,79,Productos Minerales no Metálicos         ,327,1, * , * , * 
Lajas,79,Industrias de Materiales Primarios       ,331,0, -   , -   , -   
Lajas,79,Productos de Metal                       ,332,0, -   , -   , -   
Lajas,79,Maquinaria                               ,333,0, -   , -   , -   
Lajas,79,Computadora y Productos Electrónicos    ,334,0, -   , -   , -   
Lajas,79,Equipo y Aparatos Eléctricos             ,335,0, -   , -   , -   
Lajas,79,Equipo de Transportación                 ,336,0, -   , -   , -   
Lajas,79,Muebles y Productos Relacionados         ,337,0, -   , -   , -   
Lajas,79,Industrias Manufactureras Misceláneas    ,339,1, * , * , * 
Lajas,79,Comercio al por Mayor                    ,42,4, 31 ," 153,855 "," 5,017 "
Lajas,79,Comercio al Detal                        ,44-45,46, 447 ," 1,573,510 "," 3,523 "
Lajas,79,Transportación y Almacenamiento           ,48-49,8, 38 ," 257,244 "," 6,711 "
Lajas,79,Información                              ,51,0, -   , -   , -   
Lajas,79,Finanzas y Seguros                       ,52,2, * , * , * 
Lajas,79,"Bienes Raíces, Renta o Arrendamiento     ",53,5, 16 ," 45,965 "," 2,814 "
Lajas,79,Servicios Profesionales y Técnicos       ,54,9, 55 ," 416,187 "," 7,567 "
Lajas,79,Gerencia de Companías y Empresas         ,55,1, * , * , * 
Lajas,79,Servicios Adm. y Desperdicios Sólidos    ,56,4, 34 ," 139,438 "," 4,101 "
Lajas,79,Servicios Educativos                     ,61,2, 318 ," 2,077,808 "," 6,534 "
Lajas,79,Servicios de Salud y Asistencia Social   ,62,28, 209 ," 1,175,504 "," 5,633 "
Lajas,79,"Arte, Entretenimiento y Recreación       ",71,4, 15 ," 52,550 "," 3,427 "
Lajas,79,Alojamiento y Servicios de Alimentos     ,72,26, 321 ," 760,590 "," 2,372 "
Lajas,79,Otros Servicios Excepto Adm. Pública     ,81,14, 31 ," 261,296 "," 8,429 "
Lajas,79,Administración Pública                   ,92,10, 412 ," 1,946,499 "," 4,725 "
Lajas,79,Otros (Establecimientos no Clasificados) ,99,0, -   , -   , -   
Lares,81,Total Municipio Primer Trimestre 2021 ,,278," 3,930 "," 18,186,128 "," 4,627 "
Lares,81,"Agricultura, Bosque, Pesca y Caza        ",11,85, 588 ," 1,513,235 "," 2,574 "
Lares,81,Mineria                                  ,21,0, -   , -   , -   
Lares,81,"Electricidad, Agua y Gas                 ",22,1, * , * , * 
Lares,81,Construcción                             ,23,6, 109 ," 456,635 "," 4,177 "
Lares,81,Manufactura                              ,31-33,17, * , * , * 
Lares,81,Alimentos                                ,311,15, 97 ," 311,536 "," 3,201 "
Lares,81,Productos de Tabaco y Bebidas            ,312,0, -   , -   , -   
Lares,81,Textiles                                 ,313,0, -   , -   , -   
Lares,81,Productos Textiles Excepto Ropa          ,314,0, -   , -   , -   
Lares,81,Ropa                                     ,315,1, * , * , * 
Lares,81,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
Lares,81,Productos de Madera                      ,321,0, -   , -   , -   
Lares,81,Papel                                    ,322,0, -   , -   , -   
Lares,81,Imprenta e Industrias Relacionadas       ,323,1, * , * , * 
Lares,81,Productos de Petróleo y Carbón           ,324,0, -   , -   , -   
Lares,81,Productos Químicos                       ,325,0, -   , -   , -   
Lares,81,Productos de Goma y Plásticos            ,326,0, -   , -   , -   
Lares,81,Productos Minerales no Metálicos         ,327,0, -   , -   , -   
Lares,81,Industrias de Materiales Primarios       ,331,0, -   , -   , -   
Lares,81,Productos de Metal                       ,332,0, -   , -   , -   
Lares,81,Maquinaria                               ,333,0, -   , -   , -   
Lares,81,Computadora y Productos Electrónicos    ,334,0, -   , -   , -   
Lares,81,Equipo y Aparatos Eléctricos             ,335,0, -   , -   , -   
Lares,81,Equipo de Transportación                 ,336,0, -   , -   , -   
Lares,81,Muebles y Productos Relacionados         ,337,0, -   , -   , -   
Lares,81,Industrias Manufactureras Misceláneas    ,339,0, -   , -   , -   
Lares,81,Comercio al por Mayor                    ,42,5, 58 ," 135,853 "," 2,342 "
Lares,81,Comercio al Detal                        ,44-45,53, 531 ," 1,523,466 "," 2,871 "
Lares,81,Transportación y Almacenamiento           ,48-49,4, 21 ," 190,854 "," 9,088 "
Lares,81,Información                              ,51,1, * , * , * 
Lares,81,Finanzas y Seguros                       ,52,5, * , * , * 
Lares,81,"Bienes Raíces, Renta o Arrendamiento     ",53,4, 40 ," 215,623 "," 5,391 "
Lares,81,Servicios Profesionales y Técnicos       ,54,12, 19 ," 60,710 "," 3,195 "
Lares,81,Gerencia de Companías y Empresas         ,55,0, -   , -   , -   
Lares,81,Servicios Adm. y Desperdicios Sólidos    ,56,4, * , * , * 
Lares,81,Servicios Educativos                     ,61,2, 447 ," 2,972,590 "," 6,655 "
Lares,81,Servicios de Salud y Asistencia Social   ,62,37, 700 ," 4,848,714 "," 6,927 "
Lares,81,"Arte, Entretenimiento y Recreación       ",71,1, * , * , * 
Lares,81,Alojamiento y Servicios de Alimentos     ,72,22, 131 ," 334,079 "," 2,544 "
Lares,81,Otros Servicios Excepto Adm. Pública     ,81,7, 25 ," 73,379 "," 2,897 "
Lares,81,Administración Pública                   ,92,11, 373 ," 1,661,678 "," 4,451 "
Lares,81,Otros (Establecimientos no Clasificados) ,99,1, * , * , * 
Las Marías,83,Total Municipio Primer Trimestre 2021 ,,87," 1,189 "," 4,658,798 "," 3,917 "
Las Marías,83,"Agricultura, Bosque, Pesca y Caza        ",11,22, 59 ," 99,199 "," 1,672 "
Las Marías,83,Mineria                                  ,21,0, -   , -   , -   
Las Marías,83,"Electricidad, Agua y Gas                 ",22,1, * , * , * 
Las Marías,83,Construcción                             ,23,3, 14 ," 31,085 "," 2,220 "
Las Marías,83,Manufactura                              ,31-33,5, * , * , * 
Las Marías,83,Alimentos                                ,311,3, 16 ," 44,221 "," 2,707 "
Las Marías,83,Productos de Tabaco y Bebidas            ,312,0, -   , -   , -   
Las Marías,83,Textiles                                 ,313,0, -   , -   , -   
Las Marías,83,Productos Textiles Excepto Ropa          ,314,0, -   , -   , -   
Las Marías,83,Ropa                                     ,315,1, * , * , * 
Las Marías,83,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
Las Marías,83,Productos de Madera                      ,321,0, -   , -   , -   
Las Marías,83,Papel                                    ,322,0, -   , -   , -   
Las Marías,83,Imprenta e Industrias Relacionadas       ,323,0, -   , -   , -   
Las Marías,83,Productos de Petróleo y Carbón           ,324,0, -   , -   , -   
Las Marías,83,Productos Químicos                       ,325,1, * , * , * 
Las Marías,83,Productos de Goma y Plásticos            ,326,0, -   , -   , -   
Las Marías,83,Productos Minerales no Metálicos         ,327,0, -   , -   , -   
Las Marías,83,Industrias de Materiales Primarios       ,331,0, -   , -   , -   
Las Marías,83,Productos de Metal                       ,332,0, -   , -   , -   
Las Marías,83,Maquinaria                               ,333,0, -   , -   , -   
Las Marías,83,Computadora y Productos Electrónicos    ,334,0, -   , -   , -   
Las Marías,83,Equipo y Aparatos Eléctricos             ,335,0, -   , -   , -   
Las Marías,83,Equipo de Transportación                 ,336,0, -   , -   , -   
Las Marías,83,Muebles y Productos Relacionados         ,337,0, -   , -   , -   
Las Marías,83,Industrias Manufactureras Misceláneas    ,339,0, -   , -   , -   
Las Marías,83,Comercio al por Mayor                    ,42,0, -   , -   , -   
Las Marías,83,Comercio al Detal                        ,44-45,16, 80 ," 251,405 "," 3,143 "
Las Marías,83,Transportación y Almacenamiento           ,48-49,5, 14 ," 106,872 "," 7,634 "
Las Marías,83,Información                              ,51,0, -   , -   , -   
Las Marías,83,Finanzas y Seguros                       ,52,1, * , * , * 
Las Marías,83,"Bienes Raíces, Renta o Arrendamiento     ",53,3, 9 ," 21,768 "," 2,419 "
Las Marías,83,Servicios Profesionales y Técnicos       ,54,1, * , * , * 
Las Marías,83,Gerencia de Companías y Empresas         ,55,0, -   , -   , -   
Las Marías,83,Servicios Adm. y Desperdicios Sólidos    ,56,2, * , * , * 
Las Marías,83,Servicios Educativos                     ,61,2, 181 ," 1,196,492 "," 6,623 "
Las Marías,83,Servicios de Salud y Asistencia Social   ,62,12, 99 ," 684,970 "," 6,919 "
Las Marías,83,"Arte, Entretenimiento y Recreación       ",71,0, -   , -   , -   
Las Marías,83,Alojamiento y Servicios de Alimentos     ,72,4, 17 ," 35,923 "," 2,113 "
Las Marías,83,Otros Servicios Excepto Adm. Pública     ,81,1, * , * , * 
Las Marías,83,Administración Pública                   ,92,9, 471 ," 1,436,487 "," 3,048 "
Las Marías,83,Otros (Establecimientos no Clasificados) ,99,0, -   , -   , -   
Las Piedras,85,Total Municipio Primer Trimestre 2021 ,,278," 6,778 "," 51,041,670 "," 7,530 "
Las Piedras,85,"Agricultura, Bosque, Pesca y Caza        ",11,14, 96 ," 352,110 "," 3,681 "
Las Piedras,85,Mineria                                  ,21,0, -   , -   , -   
Las Piedras,85,"Electricidad, Agua y Gas                 ",22,0, -   , -   , -   
Las Piedras,85,Construcción                             ,23,20, 446 ," 2,431,675 "," 5,456 "
Las Piedras,85,Manufactura                              ,31-33,15," 1,763 "," 27,424,312 "," 15,553 "
Las Piedras,85,Alimentos                                ,311,4, * , * , * 
Las Piedras,85,Productos de Tabaco y Bebidas            ,312,0, -   , -   , -   
Las Piedras,85,Textiles                                 ,313,0, -   , -   , -   
Las Piedras,85,Productos Textiles Excepto Ropa          ,314,0, -   , -   , -   
Las Piedras,85,Ropa                                     ,315,0, -   , -   , -   
Las Piedras,85,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
Las Piedras,85,Productos de Madera                      ,321,0, -   , -   , -   
Las Piedras,85,Papel                                    ,322,0, -   , -   , -   
Las Piedras,85,Imprenta e Industrias Relacionadas       ,323,2, * , * , * 
Las Piedras,85,Productos de Petróleo y Carbón           ,324,0, -   , -   , -   
Las Piedras,85,Productos Químicos                       ,325,2, * , * , * 
Las Piedras,85,Productos de Goma y Plásticos            ,326,0, -   , -   , -   
Las Piedras,85,Productos Minerales no Metálicos         ,327,0, -   , -   , -   
Las Piedras,85,Industrias de Materiales Primarios       ,331,0, -   , -   , -   
Las Piedras,85,Productos de Metal                       ,332,3, * , * , * 
Las Piedras,85,Maquinaria                               ,333,0, -   , -   , -   
Las Piedras,85,Computadora y Productos Electrónicos    ,334,1, * , * , * 
Las Piedras,85,Equipo y Aparatos Eléctricos             ,335,1, * , * , * 
Las Piedras,85,Equipo de Transportación                 ,336,0, -   , -   , -   
Las Piedras,85,Muebles y Productos Relacionados         ,337,0, -   , -   , -   
Las Piedras,85,Industrias Manufactureras Misceláneas    ,339,2, * , * , * 
Las Piedras,85,Comercio al por Mayor                    ,42,12, 59 ," 427,754 "," 7,291 "
Las Piedras,85,Comercio al Detal                        ,44-45,52, 578 ," 2,783,844 "," 4,819 "
Las Piedras,85,Transportación y Almacenamiento           ,48-49,4, 31 ," 304,789 "," 9,939 "
Las Piedras,85,Información                              ,51,3, 48 ," 205,014 "," 4,301 "
Las Piedras,85,Finanzas y Seguros                       ,52,7, 100 ," 732,705 "," 7,352 "
Las Piedras,85,"Bienes Raíces, Renta o Arrendamiento     ",53,5, * , * , * 
Las Piedras,85,Servicios Profesionales y Técnicos       ,54,17, 66 ," 452,158 "," 6,816 "
Las Piedras,85,Gerencia de Companías y Empresas         ,55,0, -   , -   , -   
Las Piedras,85,Servicios Adm. y Desperdicios Sólidos    ,56,5, * , * , * 
Las Piedras,85,Servicios Educativos                     ,61,9, 487 ," 2,984,384 "," 6,128 "
Las Piedras,85,Servicios de Salud y Asistencia Social   ,62,49, 305 ," 1,966,943 "," 6,449 "
Las Piedras,85,"Arte, Entretenimiento y Recreación       ",71,3, * , * , * 
Las Piedras,85,Alojamiento y Servicios de Alimentos     ,72,32, 345 ," 1,169,921 "," 3,394 "
Las Piedras,85,Otros Servicios Excepto Adm. Pública     ,81,22, 104 ," 484,873 "," 4,647 "
Las Piedras,85,Administración Pública                   ,92,9, 487 ," 1,948,001 "," 4,000 "
